place_id,business_name,rating,reviews,category,address,whatsapp_number,website,email
https://www.google.com/maps/place/The+Good+Marketer+%7C+Digital+Marketing+Agency+London/data=!4m7!3m6!1s0x47d8a1419b07cfa7:0xb1b1e60c34b3f26f!8m2!3d51.5262993!4d-0.0798794!16s%2Fg%2F11f042ss_d!19sChIJp88Hm0Gh2EcRb_KzNAzmsbE?authuser=0&hl=en&rclk=1,The Good Marketer | Digital Marketing Agency London,4.8,(136),Internet marketing service,·,+44 20 3576 2150,https://www.thegoodmarketer.co.uk/,info@thegoodmarketer.co.uk
https://www.google.com/maps/place/Make+Agency/data=!4m7!3m6!1s0x48761cd0645b826b:0x31bb39a98980dbcf!8m2!3d51.5238339!4d-0.0829043!16s%2Fg%2F1q6jcm5y5!19sChIJa4JbZNAcdkgRz9uAiak5uzE?authuser=0&hl=en&rclk=1,Make Agency,4.9,(80),Marketing agency,"The Old Dairy 213, Stapleton House, 110-122 Clifton St",+44 20 3567 0860,http://makeagency.co.uk/,
https://www.google.com/maps/place/RiseUp+Agency+%28formerly+Global+Search+Marketing%29/data=!4m7!3m6!1s0x4870bc8e5abcca49:0x72092695d065dd13!8m2!3d52.4784581!4d-1.9061914!16s%2Fg%2F11b6cpx2b3!19sChIJScq8Wo68cEgRE91l0JUmCXI?authuser=0&hl=en&rclk=1,RiseUp Agency (formerly Global Search Marketing),4.9,(28),Marketing agency,·,+44 121 514 2291,https://riseup.agency/,
https://www.google.com/maps/place/The+Fresh+UK/data=!4m7!3m6!1s0x487bae656fbaaaab:0x36a1f3612ddc8397!8m2!3d53.4676329!4d-2.3041007!16s%2Fg%2F11fx7mmq6g!19sChIJq6q6b2Wue0gRl4PcLWHzoTY?authuser=0&hl=en&rclk=1,The Fresh UK,5.0,(485),Marketing agency,"Suite 5, Warren Bruce Court, Warren Bruce Rd",+44 161 875 2466,https://www.thefresh.co.uk/,
https://www.google.com/maps/place/UK+Digital+Marketing/data=!4m7!3m6!1s0x4871f52923fef587:0x7cc263ea7f2c339f!8m2!3d51.4952937!4d-2.6185671!16s%2Fg%2F11flfmrk_1!19sChIJh_X-Iyn1cUgRnzMsf-pjwnw?authuser=0&hl=en&rclk=1,UK Digital Marketing,4.8,(69),Marketing agency,Trym Lodge 1 Henbury Lodge,+44 117 909 9253,https://www.ukdigitalmarketing.co.uk/,
https://www.google.com/maps/place/s360+Digital+UK/data=!4m7!3m6!1s0x487604d5a1c8235d:0xe752759bee33c16f!8m2!3d51.5023976!4d-0.0925954!16s%2Fg%2F1tg5z33d!19sChIJXSPIodUEdkgRb8Ez7pt1Uuc?authuser=0&hl=en&rclk=1,s360 Digital UK,4.7,(48),Internet marketing service,·,+44 7465 280990,https://www.crawlbytes.com/,info@crawlbytes.com
https://www.google.com/maps/place/Visionary+Marketing+%7C+Digital+Marketing+Agency+London/data=!4m7!3m6!1s0x48761d9c56661ca1:0xe85e1d72a57054b4!8m2!3d51.5227003!4d-0.0869551!16s%2Fg%2F11wv2jn943!19sChIJoRxmVpwddkgRtFRwpXIdXug?authuser=0&hl=en&rclk=1,Visionary Marketing | Digital Marketing Agency London,5.0,(54),Marketing agency,5 City Rd,+44 191 607 6707,https://visionary-marketing.co.uk/digital-marketing-agency-london,chris@visionary-marketing.co.uk
https://www.google.com/maps/place/Disturb+Digital/data=!4m7!3m6!1s0x4876137370ba9f75:0xeea2f30281b283bd!8m2!3d51.5800049!4d-0.3369108!16s%2Fg%2F11gtg9qjwg!19sChIJdZ-6cHMTdkgRvYOygQLzou4?authuser=0&hl=en&rclk=1,Disturb Digital,5.0,(38),Marketing agency,"79 College Road, Harrow, Greater",+44 20 8819 1867,http://disturbdigital.com/,
https://www.google.com/maps/place/Dream+Digital+Agency/data=!4m7!3m6!1s0x2ac6c5a11580c909:0x143fc1c2f9ee956e!8m2!3d51.5272357!4d-0.0886604!16s%2Fg%2F11pd_pyccd!19sChIJCcmAFaHFxioRbpXu-cLBPxQ?authuser=0&hl=en&rclk=1,Dream Digital Agency,4.9,(28),Marketing agency,128 City Rd,+44 800 043 8894,https://dreamdigital.agency/,
https://www.google.com/maps/place/London+Marketing+Company+-+Marketing+%7C+Web+Design+%7C+SEO+Agency+London/data=!4m7!3m6!1s0x487605af3b58db85:0x19c76936cd6df93b!8m2!3d51.5099078!4d-0.1452095!16s%2Fg%2F11s7fw7p3s!19sChIJhdtYO68FdkgRO_ltzTZpxxk?authuser=0&hl=en&rclk=1,London Marketing Company - Marketing | Web Design | SEO Agency London,5.0,(98),Marketing agency,"Berkeley Square House, Berkeley Square",+44 20 3369 5050,https://londonmarketingcompany.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-profile,
