place_id,business_name,rating,reviews,category,address,whatsapp_number,website,email
"https://www.google.com/maps/place/Pure+Marketing+-+SEO,+PPC+%26+Web+Design+Birmingham/data=!4m7!3m6!1s0x4870bcf6b0ef4587:0x4e6ed14754479c18!8m2!3d52.4854765!4d-1.9045499!16s%2Fg%2F11gh_2xnw7!19sChIJh0XvsPa8cEgRGJxHVEfRbk4?authuser=0&hl=en&rclk=1","Pure Marketing - SEO, PPC & Web Design Birmingham",5.0,(58),Marketing agency,·,+44 121 573 0233,https://puremarketing.uk/,info@puremarketing.uk
https://www.google.com/maps/place/Creative+Ideaz:+Digital+Marketing+Agency/data=!4m7!3m6!1s0x48709b137939a555:0x1f564338020b6f86!8m2!3d52.4766751!4d-1.9129916!16s%2Fg%2F1tgw4g92!19sChIJVaU5eRObcEgRhm8LAjhDVh8?authuser=0&hl=en&rclk=1,Creative Ideaz: Digital Marketing Agency,5.0,(30),Marketing agency,10 Brindley Pl,+44 121 285 0714,http://www.creativeideaz.co.uk/,
https://www.google.com/maps/place/RiseUp+Agency+%28formerly+Global+Search+Marketing%29/data=!4m7!3m6!1s0x4870bc8e5abcca49:0x72092695d065dd13!8m2!3d52.4784581!4d-1.9061914!16s%2Fg%2F11b6cpx2b3!19sChIJScq8Wo68cEgRE91l0JUmCXI?authuser=0&hl=en&rclk=1,RiseUp Agency (formerly Global Search Marketing),4.9,(28),Marketing agency,·,+44 121 514 2291,https://riseup.agency/,
https://www.google.com/maps/place/London+Marketing+Company+-+Marketing+%7C+Web+Design+%7C+SEO+Agency+London/data=!4m7!3m6!1s0x487605af3b58db85:0x19c76936cd6df93b!8m2!3d51.5099078!4d-0.1452095!16s%2Fg%2F11s7fw7p3s!19sChIJhdtYO68FdkgRO_ltzTZpxxk?authuser=0&hl=en&rclk=1,London Marketing Company - Marketing | Web Design | SEO Agency London,5.0,(98),Marketing agency,"Berkeley Square House, Berkeley Square",+44 20 3369 5050,https://londonmarketingcompany.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-profile,
https://www.google.com/maps/place/Smart+Digital+Marketing+Agency/data=!4m7!3m6!1s0x4870bbb5d3d4c9b5:0xd56cfe1387a19ab0!8m2!3d52.4550276!4d-1.8667601!16s%2Fg%2F11sj5_k7ls!19sChIJtcnU07W7cEgRsJqhhxP-bNU?authuser=0&hl=en&rclk=1,Smart Digital Marketing Agency,5.0,(5),Marketing agency,29 Inglewood Rd,+44 7476 835182,https://www.smartdigitalmarketingagency.co.uk/,info@smartdigitalmarketingagency.co.uk
https://www.google.com/maps/place/The+Agency+Brand+Consultancy/data=!4m7!3m6!1s0x4870bc81cadde561:0xaceda2bb8bbcd1f5!8m2!3d52.4854765!4d-1.9045499!16s%2Fg%2F1trcfwdc!19sChIJYeXdyoG8cEgR9dG8i7ui7aw?authuser=0&hl=en&rclk=1,The Agency Brand Consultancy,5.0,(10),Marketing agency,"The Agency Brand Consultancy, Grosvenor House, 11 St Paul's Square",+44 121 224 8300,https://www.wearetheagency.co.uk/,hello@wearetheagency.co.uk
https://www.google.com/maps/place/Marketing+digital/data=!4m7!3m6!1s0x487bc71857a28cad:0xe1b10fb4ac0ad737!8m2!3d28.1847226!4d-105.4624398!16s%2Fg%2F11j1l8qzpw!19sChIJrYyiVxjHe0gRN9cKrLQPseE?authuser=0&hl=en&rclk=1,Marketing digital,,,Marketing agency,,+44 7541 622407,,
https://www.google.com/maps/place/Digital+Marketing+Agency+London/data=!4m7!3m6!1s0x487605359f9d33c3:0x29be7e6f39d82c55!8m2!3d51.5111019!4d-0.1868485!16s%2Fg%2F11tfq62mzg!19sChIJwzOdnzUFdkgRVSzYOW9-vik?authuser=0&hl=en&rclk=1,Digital Marketing Agency London,5.0,(3),Marketing agency,26 Queensway,+44 20 8058 0446,https://digitalmarketing-agency.uk/,
https://www.google.com/maps/place/Dream+Digital+Agency/data=!4m7!3m6!1s0x2ac6c5a11580c909:0x143fc1c2f9ee956e!8m2!3d51.5272357!4d-0.0886604!16s%2Fg%2F11pd_pyccd!19sChIJCcmAFaHFxioRbpXu-cLBPxQ?authuser=0&hl=en&rclk=1,Dream Digital Agency,4.9,(28),Marketing agency,128 City Rd,+44 800 043 8894,https://dreamdigital.agency/,
https://www.google.com/maps/place/EDGE+Creative/data=!4m7!3m6!1s0x4870a506f3fd083d:0xbd4ac0c0228960e3!8m2!3d52.5568612!4d-1.8260519!16s%2Fg%2F1tghcl4s!19sChIJPQj98walcEgR42CJIsDASr0?authuser=0&hl=en&rclk=1,EDGE Creative,4.9,(187),Marketing agency,23 Maney Cor,+44 121 355 8092,https://edge-creative.com/,info@edge-creative.com
https://www.google.com/maps/place/Bristol+Marketing+Company/data=!4m7!3m6!1s0x4871f37b06c6eaad:0xccd12cfbb01b90f3!8m2!3d51.4541345!4d-2.6175628!16s%2Fg%2F11jghjblrj!19sChIJrerGBnvzcUgR85AbsPss0cw?authuser=0&hl=en&rclk=1,Bristol Marketing Company,5.0,(62),Marketing agency,10-11 Saville Pl,+44 117 369 5050,https://bristolmarketingcompany.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-profile,info@bristolmarketingcompany.co.uk
https://www.google.com/maps/place/Distribute+Digital/data=!4m7!3m6!1s0x4870cf1f614659db:0xbc461197ee1b5b3a!8m2!3d52.4854427!4d-1.9045876!16s%2Fg%2F11hzn5547r!19sChIJ21lGYR_PcEgROlsb7pcRRrw?authuser=0&hl=en&rclk=1,Distribute Digital,5.0,(85),Marketing agency,"Grosvenor House, 11 St Paul's Square",+44 121 318 6796,https://distributedigital.co.uk/?utm_source=GMB&utm_medium=organic&utm_campaign=birmingham,
https://www.google.com/maps/place/E-Marketing+Agency/data=!4m7!3m6!1s0x3e878909116da9:0x9fc48bf2513a14a!8m2!3d53.8314342!4d-1.4376202!16s%2Fg%2F11y6b3gq1q!19sChIJqW0RCYmHPgARSqETJb9I_Ak?authuser=0&hl=en&rclk=1,E-Marketing Agency,5.0,(41),Marketing agency,"1.8, Morwick Hall, York Rd",+44 7811 983866,https://www.e-marketingagency.co.uk/,
https://www.google.com/maps/place/Digital+Glue/data=!4m7!3m6!1s0x4870bc217c34d18b:0x30306437b3a194e7!8m2!3d52.4766751!4d-1.9129916!16s%2Fg%2F11b6dhpjz8!19sChIJi9E0fCG8cEgR55ShszdkMDA?authuser=0&hl=en&rclk=1,Digital Glue,4.8,(24),Marketing agency,·,+44 121 828 9279,https://digitalglue.agency/,
https://www.google.com/maps/place/UK+Digital+Marketing/data=!4m7!3m6!1s0x4871f52923fef587:0x7cc263ea7f2c339f!8m2!3d51.4952937!4d-2.6185671!16s%2Fg%2F11flfmrk_1!19sChIJh_X-Iyn1cUgRnzMsf-pjwnw?authuser=0&hl=en&rclk=1,UK Digital Marketing,4.8,(69),Marketing agency,Trym Lodge 1 Henbury Lodge,+44 117 909 9253,https://www.ukdigitalmarketing.co.uk/,
https://www.google.com/maps/place/Republic+Marketing/data=!4m7!3m6!1s0x4870bd112fa051e3:0x4845bc8fe11322fe!8m2!3d52.4766967!4d-1.9129565!16s%2Fg%2F11k03grmqb!19sChIJ41GgLxG9cEgR_iIT4Y-8RUg?authuser=0&hl=en&rclk=1,Republic Marketing,5.0,(33),Marketing agency,"Spacemade, 10 Brindley Pl",+44 121 517 0544,http://www.republicmarketing.co.uk/,
