place_id,business_name,rating,reviews,category,address,whatsapp_number,website,email,instagram,twitter
C3.ai Digital Transformation Institute,C3.ai Digital Transformation Institute,18,,research,"N Berkley Ave, Urbana, Illinois, United States, 61801",,http://www.c3dti.ai,info@c3dti.ai,,https://x.com/C3DTI/
AltaSource Group is now part of GlobalLogic,AltaSource Group is now part of GlobalLogic,13,,information technology & services,"605 4th Ave, Kirkland, Washington, United States, 98033",'+1 425-827-7711,,,,
Techedin,Techedin,18,,information technology & services,"651 N Broad St, Middletown, Delaware, United States, 19709-1052",,http://www.techedinlabs.com,,https://www.instagram.com/techedinlabs/,
Umanist NA,Umanist NA,12,,information technology & services,"447 Broadway, New York, New York, United States, 10013",,,,,
Fiori Technology Solutions Inc,Fiori Technology Solutions,20,,information technology & services,"5005 W Royal Ln, Irving, Texas, United States, 75063-1906",'+1 214-550-0720,http://www.fiorit.com,info@fiorit.com,,https://x.com/FioriSolutions/
SaaS Mantra,SaaS Mantra,18,,information technology & services,"175 New St, Newark, Delaware, United States, 19711",,http://www.saasmantra.com,,,
DailyRemote,DailyRemote,19,,information technology & services,"PRINCE, New York, United States, 10012",,http://www.dailyremote.com,contact+employers@dailyremote.com; contact+feedback@dailyremote.com; contact+jobseekers@dailyremote.com; contact@dailyremote.com,https://www.instagram.com/dailyremote.official/,https://x.com/daily_remote/
Xerago B2B,Xerago B2B,20,,information technology & services,"2570 N 1st St, San Jose, California, United States, 95131",'+1 704-426-3337,,,,
DRS IT Solutions Inc,DRS IT Solutions,14,,information technology & services,"28175 Haggerty Rd, Novi, Michigan, United States, 48377",,http://www.drsitsolutions.com,,,
Catapult Federal Services,Catapult Federal Services,14,,information technology & services,"1800 Preston Park Blvd, Plano, Texas, United States, 75093-3616",'+1 760-237-0128,http://www.catapultfedcloud.com,info@catapultfedcloud.com,,
"ACS Consultancy Services, Inc",ACS Consultancy Services,18,,information technology & services,"952 Troy Schenectady Rd, Latham, New York, United States, 12110-1608",'+1 518-221-5409,http://www.acsincny.com,,,
Pharos Production - web3 software development,Pharos Production,20,,information technology & services,"5348 Vegas Dr, Las Vegas, Nevada, United States, 89108",'+1 702-359-6297,http://www.pharosproduction.com,,,https://x.com/dmytro_nasyrov/
Apptimum Labs,Apptimum Labs,16,,information technology & services,"Middletown, Delaware, United States",'+1 302-261-5311,http://www.apptimumlabs.com,,,
Tixy Tech,Tixy Tech,13,,information technology & services,"Dallas, Texas, United States",'+1 310-871-8781,http://www.tixytech.com,info@tixytech.com,,
WebBuddy LLC,WebBuddy,17,,information technology & services,"309 Coffeen Ave, Sheridan, Wyoming, United States, 82801-4808",,http://www.webbuddy.agency,,https://www.instagram.com/webbuddy_agency/,https://x.com/webbuddy_agency/
Spero Technology,Spero Technology,12,,information technology & services,"1431 Greenway Dr, Irving, Texas, United States, 75038-2410",'+1 866-617-7376,http://www.spero-tech.com,,,
CornerStone Technology Talent Services,CornerStone Technology Talent Services,16,,staffing & recruiting,"8840 Cypress Waters Blvd, Coppell, Texas, United States, 75019-1110",'+1 972-777-2820,http://www.cornerstonetechtalent.com,,https://www.instagram.com/cornerstone_staffing/,https://x.com/TTS_Hiring/
InvestM Technology LLC,InvestM Technology,18,,staffing & recruiting,"Jersey City, New Jersey, United States",,http://www.investmtech.com,recruiting@investmtech.com; sales@investmtech.com,,
SaaS Capital,SaaS Capital,12,,financial services,"1311 Vine Street, Cincinnati, Ohio, United States, 45202",'+1 513-368-4814,http://www.saas-capital.com,,,https://x.com/SaaSCapital/
Lumosys,Lumosys,20,,information technology & services,"809 Cuesta Dr, Mountain View, California, United States, 94040-3605",,http://www.lumosys.in,,,
SaaS Adviser,SaaS Adviser,13,,information technology & services,"4545 Connecticut Ave NW, Washington, District of Columbia, United States, 20008",,http://www.saasadviser.co,,,
VIA Technical (now Eliassen Group),VIA Technical,12,,information technology & services,"591 Camino de la Reina, San Diego, California, United States, 92108-3102",'+1 619-704-1400,,,,
Cloudcraft,Cloudcraft,12,,information technology & services,"228 Park Avenue South, New York, New York, United States, 10003",'+1 480-984-8446,http://www.cloudcraft.co,,,https://x.com/cloudcraftco/
iShare Inc.,iShare,16,,information technology & services,"39 Holecomb Dr, Hillsborough Township, New Jersey, United States, 08844",'+1 732-416-4400,http://www.ishareinc.com,,,https://x.com/iShare_inc/
Beetle Beetle- SaaS Website Revamp Studio,Beetle Beetle- SaaS Website Revamp Studio,19,,information technology & services,"New York, New York, United States",,http://www.beetlebeetle.com,,https://www.instagram.com/twotimesbeetle/,https://x.com/beetlebeetle/
