place_id,business_name,rating,reviews,category,address,whatsapp_number,website,email
https://www.google.com/maps/place/Get+Recruited+UK+Ltd/data=!4m7!3m6!1s0x487bb1ebd838e337:0x8606b8db8696cfad!8m2!3d53.4796442!4d-2.242074!16s%2Fg%2F1t_wnxb7!19sChIJN-M42Ouxe0gRrc-Whtu4BoY?authuser=0&hl=en&rclk=1,Get Recruited UK Ltd,(211),4.8,Recruiter,·,,http://www.get-recruited.co.uk/,
https://www.google.com/maps/place/JAC+Recruitment+UK/data=!4m7!3m6!1s0x4876035580ea20cf:0xbad838a2066197c0!8m2!3d51.514818!4d-0.071754!16s%2Fg%2F1tfwczk_!19sChIJzyDqgFUDdkgRwJdhBqI42Lo?authuser=0&hl=en&rclk=1,JAC Recruitment UK,(159),4.7,Recruiter,"6th Floor, Aldgate Tower, Beyond, 2 Leman St",,https://www.jac-recruitment.co.uk/,london@jac-recruitment.co.uk
https://www.google.com/maps/place/Robert+Half%C2%AE+Recruitment+Agency/data=!4m7!3m6!1s0x48760352d5a75d25:0xe0095d7904be9632!8m2!3d51.5042997!4d-0.0863703!16s%2Fg%2F1tdz8xcc!19sChIJJV2n1VIDdkgRMpa-BHldCeA?authuser=0&hl=en&rclk=1,Robert Half® Recruitment Agency,(604),4.7,Recruiter,·,+44 20 7389 6900,https://www.roberthalf.com/gb/en/locations/london/32-london-bridge-street?utm_source=gmb_listing&utm_medium=organic&utm_campaign=local_listing,
https://www.google.com/maps/place/Workforce+Recruitment+Group+Ltd/data=!4m7!3m6!1s0x487ba655ae2d1c87:0xc2290ba1e67fe880!8m2!3d53.5790318!4d-2.4390155!16s%2Fg%2F1th7xx8c!19sChIJhxwtrlWme0gRgOh_5qELKcI?authuser=0&hl=en&rclk=1,Workforce Recruitment Group Ltd,(620),4.8,Employment agency,·,+44 1204 393000,https://www.work-force.co.uk/,info@work-force.co.uk
https://www.google.com/maps/place/Apply4U/data=!4m7!3m6!1s0x487613d58b14afcb:0x5e4663db231e5e79!8m2!3d51.5433171!4d-0.2817571!16s%2Fg%2F1hc1wwz34!19sChIJy68Ui9UTdkgReV4eI9tjRl4?authuser=0&hl=en&rclk=1,Apply4U,"(3,190)",4.8,Employment agency,"Transputec House, 19 Heather Park Dr",+44 330 175 8370,https://www.apply4u.co.uk/,
https://www.google.com/maps/place/Love+Success+Ltd/data=!4m7!3m6!1s0x487604ca19275f0d:0x359431731a242ec2!8m2!3d51.5033351!4d-0.110554!16s%2Fg%2F1tdykpg_!19sChIJDV8nGcoEdkgRwi4kGnMxlDU?authuser=0&hl=en&rclk=1,Love Success Ltd,(449),4.7,Recruiter,"Tower, 8th Floor, Capital, 91 Waterloo Rd",+44 20 7870 7177,http://www.lovesuccess.co.uk/,
https://www.google.com/maps/place/Tiger+Recruitment+-+City+of+London/data=!4m7!3m6!1s0x48761cad6e7084af:0x3c0a26f0ef76fefd!8m2!3d51.5110508!4d-0.0866166!16s%2Fg%2F11bt_hqbjd!19sChIJr4Rwbq0cdkgR_f527_AmCjw?authuser=0&hl=en&rclk=1,Tiger Recruitment - City of London,(181),4.5,Recruiter,68 King William St,+44 20 3597 1624,https://tiger-recruitment.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB_Bevis,ae-info@tiger-recruitment.com; ch-info@tiger-recruitment.com; hello@tiger-recruitment.com
https://www.google.com/maps/place/Euro+London+Appointments/data=!4m7!3m6!1s0x487604b2cfea4cc1:0x90d43dd30b47f2b7!8m2!3d51.5126642!4d-0.0947307!16s%2Fg%2F12hn7t8rl!19sChIJwUzqz7IEdkgRt_JHC9M91JA?authuser=0&hl=en&rclk=1,Euro London Appointments,(191),4.6,Employment agency,"Fourth Floor, 33 Cannon St",+44 20 7029 3799,http://www.eurolondon.com/,london@eurolondon.com
https://www.google.com/maps/place/Recruit+UK/data=!4m7!3m6!1s0x48718e786d4c5ad3:0x8515570ef4bfade8!8m2!3d51.4531476!4d-2.591244!16s%2Fg%2F1pp2v04_3!19sChIJ01pMbXiOcUgR6K2_9A5XFYU?authuser=0&hl=en&rclk=1,Recruit UK,(210),4.9,Recruiter,1 Victoria St,+44 117 945 0450,http://recruitukltd.co.uk/,
https://www.google.com/maps/place/Manpower+UK+Recruitment+Agencies/data=!4m7!3m6!1s0x48770952960d9905:0xf0915048e0a4a242!8m2!3d51.5305913!4d-0.0934384!16s%2Fg%2F11v0szx383!19sChIJBZkNllIJd0gRQqKk4EhQkfA?authuser=0&hl=en&rclk=1,Manpower UK Recruitment Agencies,(1),5.0,Recruiter,20-22 Wenlock Rd,+44 7778 614559,http://www.manpoweruk.co.uk/,info@manpoweruk.co.uk; jobs@manpoweruk.co.uk; london@manpoweruk.co.uk
