place_id,business_name,rating,reviews,category,address,whatsapp_number,website,email,instagram,twitter
,Amaytics-A Digital Marketing Agency,,,marketing & advertising,"181 Exhibition St, Melbourne, Victoria, Australia, 3000",,http://www.amaytics.com,,https://www.instagram.com/amaytics/,https://x.com/Amaytics/
,BizWisdom Digital Marketing Agency,,,marketing & advertising,"135 Cambridge St, Melbourne, Victoria, Australia, 3066",,http://www.bizwisdom.com.au,,https://www.instagram.com/bizwisdomagency/,https://x.com/bizwisdomagency/
,iOnline Digital Marketing Agency,,,marketing & advertising,"42 Lawrence Dr, Gold Coast, Queensland, Australia, 4211",,http://www.ionline.com.au,hello@ionline.com.au,https://www.instagram.com/ionline_digital_agency/,
,Sprout Media | Digital Marketing Agency,,,marketing & advertising,"London, England, United Kingdom, E18 1",,http://www.sproutmedia.co.uk,,,
,Favoured - Digital Marketing Agency,,,marketing & advertising,"2 Riding House Street, London, England, United Kingdom, W1W 7",,http://www.favoured.co.uk,,,
,Miint Marketing | Digital Outsourcing Agency,,,marketing & advertising,"4 Victoria Street, Bristol, England, United Kingdom, BS1 6BN",,http://www.miintmarketing.com,,https://www.instagram.com/miintsta/,
,TAMBA | Social Media Marketing | Digital | PR | Marketing & Communications Agency,,,marketing & advertising,"Attwood Road, Burntwood, England, United Kingdom, WS7 3GF",,http://www.tamba.co.uk,info@bravebear.co.uk,https://www.instagram.com/bravebearmarketing/,
,RANE Digital Marketing Agency,,,marketing & advertising,"37a Rathfriland Street, Banbridge, Northern Ireland, United Kingdom, BT32 3LA",,http://www.makeitrane.com,hello@makeitrane.com,https://www.instagram.com/makeit_rane/,
,Famous Wolf Digital Marketing Agency,,,online media,"120 Vyse Street, England, United Kingdom, B18 6NF",,http://www.famouswolf.co.uk,,https://www.instagram.com/FamousWolf.Digital/,
,Mayfair Digital Agency - Marketing Strategy Agency,,,marketing & advertising,"Strand, London, England, United Kingdom, WC2R 1LA",,http://www.mayfairdigital.co.uk,info@mayfairdigital.co.uk,https://www.instagram.com/mayfairdigitaluk/,https://x.com/mayfairdigitalu/
,Sydney Digital Marketing Agency | ⭐️  Digital Marketing Designed To Power Your Business Revenue,,,marketing & advertising,"388 George St, Sydney, New South Wales, Australia, 2000",,http://www.sydneydigitalmarketing.com.au,,https://www.instagram.com/sydneydigital/,https://x.com/SydneyDigital/
,K2L | Digital Performance Marketing Agency,,,marketing & advertising,"Carolina Way, Salford, England, United Kingdom, M50 2ZY",,http://www.k2l.co.uk,hello@k2l.co.uk,https://www.instagram.com/k2lmarketing/,
,Market Forever Global - Digital Marketing Agency,,,marketing & advertising,"3 Northern Road, London, England, United Kingdom, E13 9JA",,,,,
,Balance - The Financial Services Digital Marketing Agency,,,marketing & advertising,"Cardiff, Wales, United Kingdom, CF14 5GJ",,http://www.thebalanceagency.com,,,
,Seocial9 (Digital Marketing Agency),,,marketing & advertising,"Maidstone, England, United Kingdom",,http://www.seocial9.com,hola@seocial9.com,https://www.instagram.com/seocial.9/,
,Amplifir - Performance Digital Marketing Agency,,,marketing & advertising,"Melbourne, Victoria, Australia",,http://www.amplifir.com.au,,,
,Absolute Digital Media | Award-Winning SEO & Digital Marketing Agency | UK & Dubai,,,marketing & advertising,"42 New Broad Street, London, England, United Kingdom, EC2M 1JD",,http://www.absolute.digital,,,
,Extramile Digital - Digital Marketing Agency,,,marketing & advertising,"Brooms Road, Stone, England, United Kingdom, ST15 0TL",,http://www.extramiledigital.com,,https://www.instagram.com/extramiledigital/,
,Generate UK | B2B Digital Marketing Agency,,,marketing & advertising,"Reading, England, United Kingdom, RG7 4SA",,http://www.generateuk.co.uk,info@generateuk.co.uk,,
,DMi Digital Marketing Agency,,,marketing & advertising,"128 City Road, London, England, United Kingdom, EC1V 1",,http://www.dmidigitalmarketing.com,,https://www.instagram.com/_dmi.agency/,https://x.com/digitaldmi/
,Pais Digital - The Performance Marketing Agency,,,marketing & advertising,"Haymarket, New South Wales, Australia, 2000",,http://www.paisdigital.com.au,,,
,Gripped | B2B Digital Marketing Agency for SaaS & Tech,,,marketing & advertising,"150 Borough High Street, London, England, United Kingdom, SE1 1LB",,http://www.gripped.io,,,
,123 Internet® - Digital Marketing Growth Agency,,,marketing & advertising,"314 Midsummer Boulevard, Milton Keynes, England, United Kingdom, MK9 2UB",,http://www.123internet.agency,,https://www.instagram.com/123internet/,https://x.com/123internet/
,EAK Digital | Web3 Marketing PR & Events Agency,,,marketing & advertising,"86-90 Paul Street, England, United Kingdom, EC2A 4NE",,http://www.eakdigital.com,,https://www.instagram.com/weareeakdigital/,https://x.com/eak_digital/
,TDMP - Digital Marketing Agency,,,marketing & advertising,"Longbridge Lane, Derby, England, United Kingdom, DE24 8",,http://www.tdmp.co.uk,help@tdmp.co.uk,,
