place_id,business_name,rating,reviews,category,address,whatsapp_number,website,email
https://www.google.com/maps/place/Perth+Software/data=!4m7!3m6!1s0x2a32b0ed70b492a7:0x88ce7f40752ccff3!8m2!3d-31.878168!4d115.912134!16s%2Fg%2F1td7wgys!19sChIJp5K0cO2wMioR888sdUB_zog?authuser=0&hl=en&rclk=1,Perth Software,4.9,(16),Computer consultant,·,+61 8 9275 9188,https://www.perthsoftware.com/,ivor@perthsoftware.com
https://www.google.com/maps/place/Lateral/data=!4m7!3m6!1s0x2a32a5138279f3d7:0xd36486d602ccff48!8m2!3d-31.9463472!4d115.8199545!16s%2Fg%2F1w44hhjc!19sChIJ1_N5ghOlMioRSP_MAtaGZNM?authuser=0&hl=en&rclk=1,Lateral,4.9,(13),Software company,Unit 4/460 Roberts Rd,+61 1300 585 355,https://www.lateral.com.au/?utm_source=GMBlisting&utm_medium=organic,info@lateral.com.au
"https://www.google.com/maps/place/HELLO+PEOPLE+-+AI,+Mobile+Apps+and+Software+Developers/data=!4m7!3m6!1s0x2a32a52e7d148259:0x5d0dc8eb9ad4170b!8m2!3d-31.9571011!4d115.8647917!16s%2Fg%2F11b5pj8g_k!19sChIJWYIUfS6lMioRCxfUmuvIDV0?authuser=0&hl=en&rclk=1","HELLO PEOPLE - AI, Mobile Apps and Software Developers",4.1,(14),Software company,12 St Georges Terrace,+61 425 531 127,https://www.hellopeople.com.au/,
https://www.google.com/maps/place/Dapth/data=!4m7!3m6!1s0x2a32bb265d545393:0x52cade61669faf21!8m2!3d-31.952902!4d115.852217!16s%2Fg%2F12qfbhr57!19sChIJk1NUXSa7MioRIa-fZmHeylI?authuser=0&hl=en&rclk=1,Dapth,5.0,(27),Software company,·,+61 8 6270 6398,https://www.dapth.com/?utm_source=google&utm_medium=gmb&utm_campaign=perth,
https://www.google.com/maps/place/Hatchet/data=!4m7!3m6!1s0x2a32a5cf8d42edd7:0xde76e182daab14ac!8m2!3d-31.9460877!4d115.8213422!16s%2Fg%2F11s9_py713!19sChIJ1-1Cjc-lMioRrBSr2oLhdt4?authuser=0&hl=en&rclk=1,Hatchet,5.0,(1),Software company,A4/435 Roberts Rd,+61 8 9468 7310,https://hatchet.com.au/,hello@hatchet.com.au
https://www.google.com/maps/place/Komo+Technologies+-+Perth+HQ/data=!4m7!3m6!1s0xa02c64725bac0627:0xcb817d64cef6b1bf!8m2!3d-31.9537!4d115.85568!16s%2Fg%2F11nxbtqbzx!19sChIJJwasW3JkLKARv7H2zmR9gcs?authuser=0&hl=en&rclk=1,Komo Technologies - Perth HQ,5.0,(2),Software company,·,,https://www.komo.tech/,
https://www.google.com/maps/place/OneIT+Custom+Business+Software/data=!4m7!3m6!1s0x2a32a53c5ebee30d:0x8e33fafe77c38984!8m2!3d-31.9473866!4d115.8294858!16s%2Fg%2F11b7ckjkvz!19sChIJDeO-XjylMioRhInDd_76M44?authuser=0&hl=en&rclk=1,OneIT Custom Business Software,4.8,(71),Software company,·,+61 8 9200 4201,http://oneit.com.au/,enquiry@oneit.com.au
https://www.google.com/maps/place/Quartex+Software/data=!4m7!3m6!1s0x2a32a52e7d148259:0x1857812ea8320862!8m2!3d-31.9489553!4d115.8474166!16s%2Fg%2F1ptwr604l!19sChIJWYIUfS6lMioRYggyqC6BVxg?authuser=0&hl=en&rclk=1,Quartex Software,4.1,(15),Software company,·,+61 8 6373 2900,https://quartexsoftware.com/,sales@quartexsoftware.com
https://www.google.com/maps/place/TechDilation+Pty+Ltd/data=!4m7!3m6!1s0x2a32a560f7a53779:0x7a55936af243c38e!8m2!3d-31.9505865!4d115.8398222!16s%2Fg%2F11jddq72ws!19sChIJeTel92ClMioRjsND8mqTVXo?authuser=0&hl=en&rclk=1,TechDilation Pty Ltd,5.0,(2),Software company,23 Altona St,+61 492 986 129,https://www.techdilation.com.au/,hello@techdilation.com.au; hr@techdilation.com.au
https://www.google.com/maps/place/65+Bits/data=!4m7!3m6!1s0x2a32bbffafee2b01:0x96c2974047f9f774!8m2!3d-31.954715!4d115.861002!16s%2Fg%2F11j0j9153t!19sChIJASvur_-7MioRdPf5R0CXwpY?authuser=0&hl=en&rclk=1,65 Bits,5.0,(1),Software company,"Suite 143, level 1/580 Hay St",+61 403 873 840,https://www.65bits.com.au/,
https://www.google.com/maps/place/Redi+Software/data=!4m7!3m6!1s0x2bcd54b8efc507a1:0xd6579f2be2b40b6e!8m2!3d-31.7401371!4d115.7603834!16s%2Fg%2F1thm0rfs!19sChIJoQfF77hUzSsRbgu04iufV9Y?authuser=0&hl=en&rclk=1,Redi Software,5.0,(6),Software company,1/139 Winton Rd,+61 1300 249 988,https://redisoftware.com.au/,
https://www.google.com/maps/place/The+App+Workshop/data=!4m7!3m6!1s0x2a32bb29e045686d:0x347a3326c341f26f!8m2!3d-31.9564262!4d115.8587689!16s%2Fg%2F11b6lgw02m!19sChIJbWhF4Cm7MioRb_JBwyYzejQ?authuser=0&hl=en&rclk=1,The App Workshop,5.0,(5),Software company,45 St Georges Terrace,+61 8 6102 2921,https://appworkshop.net/,
https://www.google.com/maps/place/Powered+By+Software/data=!4m7!3m6!1s0x2a32af1a465a231f:0x371d615f83fa1ca8!8m2!3d-31.951446!4d115.8573412!16s%2Fg%2F11hzy7ncz8!19sChIJHyNaRhqvMioRqBz6g19hHTc?authuser=0&hl=en&rclk=1,Powered By Software,5.0,(2),Software company,"Level 2 East, The Wentworth Building, 300 Murray St",+61 8 6444 9411,https://www.poweredbysoftware.com.au/,support@poweredbysoftware.com.au
https://www.google.com/maps/place/SAP+Australia/data=!4m7!3m6!1s0x2a32a52b81c0ebff:0xf06bdb7868554bfb!8m2!3d-31.9550817!4d115.8565664!16s%2Fg%2F1pxqdkr04!19sChIJ_-vAgSulMioR-0tVaHjba_A?authuser=0&hl=en&rclk=1,SAP Australia,4.9,(7),Software company,·,+61 8 6140 9700,https://www.sap.com/australia?url_id=Google_Maps,
https://www.google.com/maps/place/Nano+Solutions/data=!4m7!3m6!1s0x2a32a165582779f1:0x651b5dba4829390e!8m2!3d-32.0551189!4d115.7426086!16s%2Fg%2F11b5z_q04q!19sChIJ8XknWGWhMioRDjkpSLpdG2U?authuser=0&hl=en&rclk=1,Nano Solutions,5.0,(11),Software company,·,+61 8 6365 5360,https://nanosolutions.io/,hello@nanosolutions.io
https://www.google.com/maps/place/TechnologyOne+%7C+Perth/data=!4m7!3m6!1s0x2a32a513eaa70b61:0xbf839e0e04d4dbaf!8m2!3d-31.9513425!4d115.8497067!16s%2Fg%2F1tgldr0w!19sChIJYQun6hOlMioRr9vUBA6eg78?authuser=0&hl=en&rclk=1,TechnologyOne | Perth,4.0,(4),Software company,·,+61 8 9210 2300,https://www.technology1.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=perth,
https://www.google.com/maps/place/Micromine/data=!4m7!3m6!1s0x2a32a4fb07fceecb:0x42aaaefd0b0b100e!8m2!3d-31.9529368!4d115.8498659!16s%2Fg%2F1ptxy0bk2!19sChIJy-78B_ukMioRDhALC_2uqkI?authuser=0&hl=en&rclk=1,Micromine,4.9,(10),Software company,·,+61 8 9423 9000,https://www.micromine.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,marketing@micromine.com; mmafrica@micromine.com; mmcanada@micromine.com; mmchina@micromine.com; mmindonesia@micromine.com; mmkz@micromine.com; mmlatam@micromine.com; mmmongolia@micromine.com; mmuk@micromine.com; mmusa@micromine.com; mmuz@micromine.com; reception@micromine.com; supportchina@micromine.com
https://www.google.com/maps/place/K3-Team/data=!4m7!3m6!1s0x2a32bb064cfafc5b:0xc6ee6c938b17f4f2!8m2!3d-31.9537571!4d115.853159!16s%2Fg%2F11lt9pslj4!19sChIJW_z6TAa7MioR8vQXi5Ns7sY?authuser=0&hl=en&rclk=1,K3-Team,5.0,(29),Software company,level 1/191 St Georges Terrace,+61 412 466 446,https://k3-team.com/,
https://www.google.com/maps/place/AB+Web+Developers/data=!4m7!3m6!1s0x2a32baeb986e9c37:0xfd0c3330ae34bf9a!8m2!3d-31.9446832!4d115.8655231!16s%2Fg%2F1tfq149d!19sChIJN5xumOu6MioRmr80rjAzDP0?authuser=0&hl=en&rclk=1,AB Web Developers,5.0,(8),Software company,·,+61 8 9271 7791,https://abweb.com.au/,
https://www.google.com/maps/place/Epic+IT/data=!4m7!3m6!1s0x2a32bab3f5c360f9:0xe847c94a0d7dbcf1!8m2!3d-31.9295266!4d115.8569804!16s%2Fg%2F1tm2vmg5!19sChIJ-WDD9bO6MioR8bx9DUrJR-g?authuser=0&hl=en&rclk=1,Epic IT,5.0,(82),Computer support and services,62 Angove St,+61 1300 374 248,http://www.epicit.com.au/,info@epicit.com.au
https://www.google.com/maps/place/Sunrise+Technologies+-+Mobile+App+Developers+Perth+%7C+AI+Agents+Development+Company+%7CWork+Flow+Automation+%7C+Crypto/data=!4m7!3m6!1s0x2a32bba31e7b8191:0xe9abecc369408a9d!8m2!3d-31.9543445!4d115.857228!16s%2Fg%2F11vx0f8nfv!19sChIJkYF7HqO7MioRnYpAacPsq-k?authuser=0&hl=en&rclk=1,Sunrise Technologies - Mobile App Developers Perth | AI Agents Development Company |Work Flow Automation | Crypto,5.0,(6),Software company,Level 25/108 St Georges Terrace,+61 431 270 844,https://www.sunrisetechs.com/app-developers-perth/?utm_source=google&utm_medium=GMB&utm_campaign=perth_page,info@sunrisetechs.com
https://www.google.com/maps/place/21CS/data=!4m7!3m6!1s0x2a32bbd33b1ed67b:0x5b4cb9bfe904d8e1!8m2!3d-31.9547834!4d115.8560973!16s%2Fg%2F11qytd2z7n!19sChIJe9YeO9O7MioR4dgE6b-5TFs?authuser=0&hl=en&rclk=1,21CS,5.0,(5),Software company,·,+61 8 6118 6521,https://21cs.com/,
https://www.google.com/maps/place/Constructive+Software/data=!4m7!3m6!1s0x2a32a9355a52e6b7:0xbbef8c24b482f5be!8m2!3d-31.9548217!4d115.8503346!16s%2Fg%2F11ckz4qckl!19sChIJt-ZSWjWpMioRvvWCtCSM77s?authuser=0&hl=en&rclk=1,Constructive Software,5.0,(7),Software company,·,+61 410 655 455,https://www.constructivesoftware.com.au/,info@constructivesoftware.com.au; support@constructivesoftware.com.au
