place_id,business_name,rating,reviews,category,address,whatsapp_number,website,email
https://www.google.com/maps/place/Naked+Marketing+Digital+Marketing+Agency+Auckland/data=!4m7!3m6!1s0x6d0d3b1a85a18873:0x1aa7362902ca0df!8m2!3d-36.7432396!4d174.7250841!16s%2Fg%2F11mr0f128k!19sChIJc4ihhRo7DW0R36AskGJzqgE?authuser=0&hl=en&rclk=1,Naked Marketing Digital Marketing Agency Auckland,4.9,(79),Website designer,12/40 Arrenway Dr,+64 9 553 4777,https://nakedmarketing.co/,
https://www.google.com/maps/place/Digital+Estate+-+Digital+Marketing+Agency+Auckland/data=!4m7!3m6!1s0x6d0d471aaa718ab7:0xa7dcd800b50ff15b!8m2!3d-36.8445017!4d174.7672148!16s%2Fg%2F11ft8gpzjf!19sChIJt4pxqhpHDW0RW_EPtQDY3Kc?authuser=0&hl=en&rclk=1,Digital Estate - Digital Marketing Agency Auckland,5.0,(8),Website designer,8 Customs St E,+64 800 165 755,https://digitalestate.co.nz/location/seo-auckland/?utm_source=google&utm_medium=maps&utm_campaign=local&utm_content=auckland,
https://www.google.com/maps/place/NZ+Digital.+Web+Design+%26+Digital+Marketing+Auckland/data=!4m7!3m6!1s0x6d0d47fc0130588f:0x1ccd0e179cdee624!8m2!3d-36.8452365!4d174.7676275!16s%2Fg%2F11d_891x2v!19sChIJj1gwAfxHDW0RJObenBcOzRw?authuser=0&hl=en&rclk=1,NZ Digital. Web Design & Digital Marketing Auckland,4.8,(26),Website designer,23 Customs St E,+64 9 601 8963,https://nzdigital.co.nz/,adam@nzdigital.co.nz; brittany@nzdigital.co.nz; hello@nzdigital.co.nz; james@nzdigital.co.nz; scott@nzdigital.co.nz
https://www.google.com/maps/place/Digital+Refinery/data=!4m7!3m6!1s0x6d0d49498ad5f2bd:0xe66f601f7d59c1b0!8m2!3d-36.9225793!4d174.8372586!16s%2Fg%2F11ggrhx1yj!19sChIJvfLViklJDW0RsMFZfR9gb-Y?authuser=0&hl=en&rclk=1,Digital Refinery,5.0,(25),Website designer,8a Sylvia Park Rd,+64 9 300 7122,https://digitalrefinery.co.nz/,hello@digitalrefinery.co.nz
https://www.google.com/maps/place/Everything+Digital/data=!4m7!3m6!1s0x6d0d47335895f79b:0xb0d0cd0563b03d2d!8m2!3d-36.9125495!4d174.7132559!16s%2Fg%2F11f62vt3f_!19sChIJm_eVWDNHDW0RLT2wYwXN0LA?authuser=0&hl=en&rclk=1,Everything Digital,5.0,(31),Marketing agency,54a Mary Dreaver St,+64 21 445 908,http://www.everythingdigital.co.nz/,info@everythingdigital.co.nz
https://www.google.com/maps/place/Digital+Influence/data=!4m7!3m6!1s0x6d318beb830b094b:0xfb22fb44372ee1aa!8m2!3d-43.5252007!4d172.6338893!16s%2Fg%2F11g3ynr_1n!19sChIJSwkLg-uLMW0RquEuN0T7Ivs?authuser=0&hl=en&rclk=1,Digital Influence,5.0,(150),Website designer,·,+64 22 571 5055,https://www.getdigitalinfluence.com/?utm_source=GBP&utm_medium=organic&utm_campaign=gbptraffic,letswin@getdigitalinfluence.com
https://www.google.com/maps/place/Net+Branding+Limited+%7C+Digital+Marketing+Agency+Auckland/data=!4m7!3m6!1s0x6d0d484f3691e96d:0x7fd6562779199e10!8m2!3d-36.8680339!4d174.8063412!16s%2Fg%2F11b60flh7y!19sChIJbemRNk9IDW0REJ4ZeSdW1n8?authuser=0&hl=en&rclk=1,Net Branding Limited | Digital Marketing Agency Auckland,4.9,(84),Website designer,165 Orakei Rd,+64 9 523 0478,https://netbranding.co.nz/?utm_source=gmb-netbranding&utm_medium=organic&utm_campaign=GMB,sales@netbranding.co.nz
https://www.google.com/maps/place/Lime+Digital+NZ/data=!4m7!3m6!1s0x6d0d3ba4d76112eb:0x86d26a6f66e48da9!8m2!3d-36.7478322!4d174.7302608!16s%2Fg%2F11h05bqznw!19sChIJ6xJh16Q7DW0RqY3kZm9q0oY?authuser=0&hl=en&rclk=1,Lime Digital NZ,5.0,(41),Website designer,·,+64 800 122 193,https://limedigital.co.nz/?utm_source=google-business-listing&utm_medium=organic,mils@limedigital.co.nz
https://www.google.com/maps/place/Webzilla+Digital+Marketing/data=!4m7!3m6!1s0x6d0d3bb18148298b:0xeb9f36b5549e4e6e!8m2!3d-36.7414755!4d174.7291038!16s%2Fg%2F11fvlmyp73!19sChIJiylIgbE7DW0Rbk6eVLU2n-s?authuser=0&hl=en&rclk=1,Webzilla Digital Marketing,4.9,(117),Website designer,Unit 2 building I/4 Orbit Dr,+64 9 600 1667,https://webzilla.co.nz/,
https://www.google.com/maps/place/Adcelerate+Ltd.+%7C+Digital+Marketing+Agency+NZ/data=!4m7!3m6!1s0x6d0d39a2577e3dc9:0xec0eadb61e706f96!8m2!3d-36.7917085!4d174.7737607!16s%2Fg%2F11bx8cq2pk!19sChIJyT1-V6I5DW0Rlm9wHratDuw?authuser=0&hl=en&rclk=1,Adcelerate Ltd. | Digital Marketing Agency NZ,4.9,(56),Marketing agency,433 Lake Rd,+64 9 972 0652,https://adcelerate.co.nz/,
https://www.google.com/maps/place/Tomorrow%C2%AE+Branding+%26+Creative+Agency/data=!4m7!3m6!1s0x6d0d47ae1f6c2f41:0xaa6d2c3fcc3e152c!8m2!3d-36.788641!4d174.772192!16s%2Fg%2F1hhw393s6!19sChIJQS9sH65HDW0RLBU-zD8sbao?authuser=0&hl=en&rclk=1,Tomorrow® Branding & Creative Agency,5.0,(26),Website designer,Level 1/8 Hurstmere Rd,+64 9 489 2709,http://tomorrowstudio.co.nz/,hello@tomorrowstudio.co.nz
https://www.google.com/maps/place/SMEGOWEB+NZ:+Digital+Marketing+Agency+Auckland/data=!4m7!3m6!1s0x6d0d465be0f4fdd7:0xd1e5c708a37dede8!8m2!3d-41.2644614!4d173.3606134!16s%2Fg%2F11c5s6s1v2!19sChIJ1_304FtGDW0R6O19owjH5dE?authuser=0&hl=en&rclk=1,SMEGOWEB NZ: Digital Marketing Agency Auckland,4.4,(41),Website designer,,+64 9 390 7634,http://www.smegoweb.co.nz/,info@smegoweb.co.nz
https://www.google.com/maps/place/KD/data=!4m7!3m6!1s0x6d0d3bd6d27f5bdb:0xbc76334f771bbd22!8m2!3d-36.8432007!4d174.765421!16s%2Fg%2F11n07t8fwv!19sChIJ21t_0tY7DW0RIr0bd08zdrw?authuser=0&hl=en&rclk=1,KD,4.8,(119),Marketing agency,26/188 Quay St,,,
https://www.google.com/maps/place/Flight+Digital/data=!4m7!3m6!1s0x6d0d47c485d30917:0x1e8a6127ae54eb6d!8m2!3d-36.857125!4d174.758219!16s%2Fg%2F11c6w0hnk4!19sChIJFwnThcRHDW0RbetUridhih4?authuser=0&hl=en&rclk=1,Flight Digital,4.9,(35),Website designer,·,+64 800 777 971,https://flightdigital.co.nz/,careers@flightdigital.co.nz; kiaora@flightdigital.co.nz
https://www.google.com/maps/place/IM+Creative+%7C+Digital+Marketing+Agency+NZ+%26+Australia/data=!4m7!3m6!1s0x83d4f9f1864a28f7:0xb7b25254e8db4e18!8m2!3d-36.8649912!4d174.6490173!16s%2Fg%2F11p12y4p5p!19sChIJ9yhKhvH51IMRGE7b6FRSsrc?authuser=0&hl=en&rclk=1,IM Creative | Digital Marketing Agency NZ & Australia,5.0,(7),Marketing agency,1 Merville Ave,+64 21 234 4666,http://www.imcreative.co.nz/,
