place_id,business_name,rating,reviews,category,address,whatsapp_number,website,email,instagram,twitter
,Amaytics-A Digital Marketing Agency,,,marketing & advertising,181 Exhibition St,,http://www.amaytics.com,,https://www.instagram.com/amaytics/,https://x.com/Amaytics/
,BizWisdom Digital Marketing Agency,,,marketing & advertising,135 Cambridge St,,http://www.bizwisdom.com.au,,https://www.instagram.com/bizwisdomagency/,https://x.com/bizwisdomagency/
,iOnline Digital Marketing Agency,,,marketing & advertising,42 Lawrence Dr,,http://www.ionline.com.au,hello@ionline.com.au,https://www.instagram.com/ionline_digital_agency/,
,Sprout Media | Digital Marketing Agency,,,marketing & advertising,,,http://www.sproutmedia.co.uk,,,
,Miint Marketing | Digital Outsourcing Agency,,,marketing & advertising,4 Victoria Street,,http://www.miintmarketing.com,,https://www.instagram.com/miintsta/,
,Balance - The Financial Services Digital Marketing Agency,,,marketing & advertising,,,http://www.thebalanceagency.com,,,
,Sydney Digital Marketing Agency | ⭐️  Digital Marketing Designed To Power Your Business Revenue,,,marketing & advertising,388 George St,,http://www.sydneydigitalmarketing.com.au,,https://www.instagram.com/sydneydigital/,https://x.com/SydneyDigital/
,WEBTOUCH-SEO & Digital Marketing Agency,,,marketing & advertising,,,http://www.webtouch.com.au,,,
,TAMBA | Social Media Marketing | Digital | PR | Marketing & Communications Agency,,,marketing & advertising,Attwood Road,,http://www.tamba.co.uk,info@bravebear.co.uk,https://www.instagram.com/bravebearmarketing/,
,RANE Digital Marketing Agency,,,marketing & advertising,37a Rathfriland Street,,http://www.makeitrane.com,hello@makeitrane.com,https://www.instagram.com/makeit_rane/,
,Famous Wolf Digital Marketing Agency,,,online media,120 Vyse Street,,http://www.famouswolf.co.uk,,https://www.instagram.com/FamousWolf.Digital/,
,Seocial9 (Digital Marketing Agency),,,marketing & advertising,,,http://www.seocial9.com,hola@seocial9.com,https://www.instagram.com/seocial.9/,
,123 Internet® - Digital Marketing Growth Agency,,,marketing & advertising,314 Midsummer Boulevard,,http://www.123internet.agency,,https://www.instagram.com/123internet/,https://x.com/123internet/
,TDMP - Digital Marketing Agency,,,marketing & advertising,Longbridge Lane,,http://www.tdmp.co.uk,help@tdmp.co.uk,,
,Amplifir - Performance Digital Marketing Agency,,,marketing & advertising,,,http://www.amplifir.com.au,,,
,Generate UK | B2B Digital Marketing Agency,,,marketing & advertising,,,http://www.generateuk.co.uk,info@generateuk.co.uk,,
,DMi Digital Marketing Agency,,,marketing & advertising,128 City Road,,http://www.dmidigitalmarketing.com,,https://www.instagram.com/_dmi.agency/,https://x.com/digitaldmi/
,Pais Digital - The Performance Marketing Agency,,,marketing & advertising,,,http://www.paisdigital.com.au,,,
