place_id,business_name,address,phone_raw,whatsapp_number,email,website,rating,review_count,category,lead_quality,scraped_date
ChIJO-IZHy9R4joRqFRc2hyrezw,HypeX Digital Marketing Agency,"16/1/C Kotte Road, Lane, Sri Jayawardenepura Kotte 00800, Sri Lanka",0113 487 300,,hello@hypesrilanka.com,https://www.hypesrilanka.com/,5.0,48,HIGH_VALUE,HOT,2025-09-29 02:07:45
ChIJX-_8wV_OOAsR6pJB_qK5xqU,AccSense Chartered Accountants,"No: 151-1/1 Kirulapone Ave, Colombo 00500, Sri Lanka",0114 541 100,,consult@accsense.lk,https://accsense.lk/,5.0,46,HIGH_VALUE,HOT,2025-09-29 02:08:45
ChIJRbeN2cpb4joRW9nAbYtWjpU,Cecil Arseculeratne & Co.,"121/3 Kirulapone Ave, Colombo 00500, Sri Lanka",0112 514 380,,sec@cecilarseculeratne.com,http://www.cecilarseculeratne.com/,5.0,7,HIGH_VALUE,HOT,2025-09-29 02:08:58
ChIJ88xPDgdZ4joR2jidVO8aFsA,Vida Clinic & Ambulance Service,"33 Deal Pl - A, Colombo 00300, Sri Lanka",0112 576 576,,info@vida.lk,http://www.vida.lk/,5.0,192,HIGH_VALUE,HOT,2025-09-29 02:09:11
ChIJnbFkVF9F4joReiKVVpo1A3g,Encyte (Pvt) Ltd.,"181 - 1/3 Canal Ln, Colombo 10350, Sri Lanka",0117 209 735,,info@encyteus.com,https://encyte.io/,5.0,32,OTHER,HOT,2025-09-29 02:10:44
ChIJ9WAxHABb4joR4SlHSG4etgY,Revolucion Leisure Hub,"16 Dehiwala Road, Pepiliyana - Dehiwela Rd, Nugegoda 10290, Sri Lanka",0112 732 332,,hub@revolucion-fitness.com,https://revolucion-fitness.com/,5.0,337,LOCAL_BUSINESS,HOT,2025-09-29 02:12:56
ChIJp5Ac_Blb4joRE1uoZ7m35IA,Inbound Hype | Public Sector Communications Agency | South Asia,"Level 37, WTC West Tower, 1 Bank of Ceylon Mawatha, Colombo 00100, Sri Lanka",0112 612 800,,contact@inboundhype.com,https://inboundhype.com/,4.9,96,OTHER,HOT,2025-09-29 02:07:39
ChIJ9d1VfzNa4joR8Ek_WrWcnnk,Jayasinghe & Company,"94, 12 2nd Ln, Colombo 00500, Sri Lanka",0112 512 514,,Audit@aajco.lk,http://www.aajco.lk/,4.9,40,HIGH_VALUE,HOT,2025-09-29 02:08:35
ChIJS_wMwRNZ4joRN4s78SzYXdI,Sumudu BPO (Pvt) Ltd,"No: 1043, 1/2 Maradana Rd, Colombo 00800, Sri Lanka",0117 533 633,,Info@sumudubpo.com,https://sumudubpo.lk/,4.9,35,HIGH_VALUE,HOT,2025-09-29 02:08:48
ChIJq4ugD8xb4joROpnV_mtx8gs,Resistance Gym,"Colts Cricket Club, 2nd Floor, Colombo 00500, Sri Lanka",074 192 5335,,info@resistance.lk,https://resistance.lk/,4.9,111,LOCAL_BUSINESS,HOT,2025-09-29 02:12:42
ChIJvS6mHKdb4joR4tii-U8R3Rg,JAWAAMIL ASSOCIATES Head office (chartered accountants),"11 St Alban's Pl, Colombo 00400, Sri Lanka",0112 596 000 ext. 2596001,,ja@amjawaamil.com,http://www.jawaamilassociates.com/,4.8,39,HIGH_VALUE,HOT,2025-09-29 02:08:38
ChIJf91X8TJa4joRxZ4mbfExmPk,B R De Silva & Company,"Narahenpita Rd, Colombo 00500, Sri Lanka",0114 510 268,,brds@eureka.lk,http://www.brdesilva.com/,4.8,21,HIGH_VALUE,HOT,2025-09-29 02:08:44
ChIJOxieg5hb4joRRvr6ryN7hLg,DENTz AVENUE Dental Care & Implant Center,"280 Pitakotte - Talawatugoda Rd, Colombo 10100, Sri Lanka",0117 079 088,,info@dentzavenue.com,http://www.dentzavenue.com/,4.8,555,HIGH_VALUE,HOT,2025-09-29 02:10:24
ChIJ8Rg3wGlZ4joRX4dRRbgHgKs,Sysco LABS Sri Lanka,"55A Srimath Anagarika Dharmapala Mawatha, Colombo 00300, Sri Lanka",0112 024 500,,slinfo@sysco.com,http://syscolabs.lk/,4.8,351,OTHER,HOT,2025-09-29 02:10:48
ChIJ34xx04ZZ4joRmvtJDe93sXg,The Islander,"ITC Ratnadipa, a Luxury Collection Hotel, Colombo, 21 Galle Face Center Rd, Colombo 00100, Sri Lanka",0114 999 111,,reservations@itchotels.in,https://www.itchotels.com/in/en,4.8,232,LOCAL_BUSINESS,HOT,2025-09-29 02:10:58
ChIJpX_cPJ9Z4joRny20_LRdj-U,Avartana,"ITC Ratnadipa, a Luxury Collection Hotel, Colombo, 21 Galle Face Center Rd, Colombo 00100, Sri Lanka",0114 999 111,,reservations@itchotels.in,https://www.itchotels.com/in/en,4.8,61,LOCAL_BUSINESS,HOT,2025-09-29 02:11:28
ChIJNXX8AANZ4joROWK7bCTDA8E,Marlbo Trading Company,"No.24 Abdul Caffoor Mawatha, Colombo 00300, Sri Lanka",0112 576 999,,marlbo@sltnet.lk,http://www.marlbo.net/,4.8,1747,LOCAL_BUSINESS,HOT,2025-09-29 02:15:14
ChIJwf6-dzla4joR50ska7QzStk,eMarketingEye (Pvt) Ltd,"Level 29, MAGA ONE, No.200, Narahenpita - Nawala Rd, 00500, Sri Lanka",0112 151 200,,sales@emarketingeye.com,https://www.emarketingeye.com/,4.7,98,HIGH_VALUE,HOT,2025-09-29 02:07:49
ChIJlz3gA9Jb4joRMylis-zkD_Q,Seven Media Group,"98 Havelock Rd, Colombo 00500, Sri Lanka",0112 500 190,,info@website.com,https://sevenmediagroup.com/,4.7,41,OTHER,HOT,2025-09-29 02:07:54
ChIJ27Vt8JlPRBARFdNZZr8WjG8,Xiteb Pvt Ltd,"123 2/1, 2nd Floor, McLarens Building, Bauddhaloka Mw Colombo 4, Colombo 00400, Sri Lanka",0114 347 575,,hello@xiteb.com,http://www.xiteb.com/,4.7,238,OTHER,HOT,2025-09-29 02:10:26
ChIJmWwHm2dZ4joRXhpGaIlMMRc,Cambio Software,"524 R. A. De Mel Mawatha, Colombo, Sri Lanka",0112 376 500,,info@cambio.lk,http://www.cambio.lk/,4.7,250,HIGH_VALUE,HOT,2025-09-29 02:10:28
ChIJi6HR_GZZ4joRlsJOuI4abTY,99x,"65 Walukarama Rd, Colombo 00300, Sri Lanka",0114 721 194,,tomas.santos@99x.io,https://99x.io/,4.7,340,OTHER,HOT,2025-09-29 02:10:31
ChIJxXU3dxBZ4joRnUItMGUbo_E,CodeGen International (Pvt) Ltd,"Trace Expert City, Bay 1-5 Maradana Rd, Colombo 01000, Sri Lanka",0112 024 400,,sales@codegen.co.uk,http://www.codegen.co.uk/,4.7,492,OTHER,HOT,2025-09-29 02:10:43
ChIJR8hyia9b4joRv90kApfuQo0,Intervest Software Technologies,"Level 23, 324 Havelock Rd, Colombo 00600, Sri Lanka",0112 081 880,,info@intervest.lk,http://www.intervest.lk/,4.7,59,HIGH_VALUE,HOT,2025-09-29 02:10:45
ChIJMwfUCQ9Z4joR7yCkox1gYtg,Fitness First LK - Moors Sports Club (women / ladies only Gym and Unisex Gym),"Muttiah Rd, Colombo 00200, Sri Lanka",0112 121 755,,fitnessfirstcolombo@gmail.com,http://www.fitnessfirst.lk/,4.7,51,LOCAL_BUSINESS,HOT,2025-09-29 02:12:49
ChIJHbeRiHNZ4joR0nWUbtrJg54,CSBM Campus,"388/1B Kaduwela Rd, Malabe, Sri Lanka",0112 790 853,,info@csbm.edu.lk,https://csbm.edu.lk/,4.7,36,OTHER,HOT,2025-09-29 02:14:04
ChIJgZyUch1Z4joRvq-OJ2d9MUA,Reliance Trading Company,"446 Old Moor St, Colombo 01000, Sri Lanka",0112 424 001,,info@reliancetrading.lk,http://www.reliancetrading.lk/,4.7,64,OTHER,HOT,2025-09-29 02:15:25
ChIJFbFDV8Rb4joRY47RkIdMFac,GAJMA & CO,"Nandana Gardens, Colombo 00400, Sri Lanka",0112 597 898,,contact@gajma.com,http://www.gajma.com/,4.6,27,HIGH_VALUE,HOT,2025-09-29 02:08:42
ChIJKc5zCmlZ4joRC41RqWwq3JE,Kreston Sri Lanka,"1st & 2nd Floor Advantage Building, 74A Srimath Anagarika Dharmapala Mawatha, Colombo 00700, Sri Lanka",0112 323 572,,info@kreston.lk,http://www.kreston.lk/,4.6,29,HIGH_VALUE,HOT,2025-09-29 02:08:52
ChIJZZGWSAZZ4joRa9qsMAOipS8,Medispot (Pvt) Ltd,"329 Jayantha Weerasekara Mawatha, Colombo 01000, Sri Lanka",0112 543 398,,info@medispot.lk,http://www.medispot.lk/,4.6,274,OTHER,HOT,2025-09-29 02:09:26
ChIJaVBaKNFb4joRsxZl3Og5U2E,Inova IT Systems (Pvt) Ltd,"5 Sulaiman Terrace, Colombo 00500, Sri Lanka",0112 593 823,,info@inovaitsys.com,https://inovaitsys.com/,4.6,136,OTHER,HOT,2025-09-29 02:10:27
ChIJ0elsw_tZ4joRa2fnG_2CJzs,Indian Ocean Pavilion,"ITC Ratnadipa, a Luxury Collection Hotel, Colombo, 21 Galle Face Center Rd, Colombo 00100, Sri Lanka",0114 999 111,,reservations@itchotels.in,https://www.itchotels.com/in/en,4.6,324,LOCAL_BUSINESS,HOT,2025-09-29 02:11:00
ChIJId3V219Z4joRUrzZ_yfqajo,Marino Beach Colombo,"590 Marine Drive, Colombo 00300, Sri Lanka",0112 375 375,,info@marinobeach.com,http://www.marinobeach.com/,4.6,8840,OTHER,HOT,2025-09-29 02:11:42
ChIJ57DwEaFb4joR-Svi-gydzV8,Spa Ceylon Bambalapitiya - Spa & Boutique,"740 Galle Rd, Colombo 4, Sri Lanka",0112 058 079,,ecom-swiper@11.css,http://lk.spaceylon.com/,4.6,464,LOCAL_BUSINESS,HOT,2025-09-29 02:12:29
ChIJyx5ThXpZ4joR1SsqKz8CT9I,Fitness First LK - Colombo 7,"42 Maitland Cres, Colombo 00700, Sri Lanka",0112 695 331,,fitnessfirstcolombo@gmail.com,http://www.fitnessfirst.lk/,4.6,541,LOCAL_BUSINESS,HOT,2025-09-29 02:12:40
ChIJWUcFPyxZ4joRXmMIRGrB3jw,Fitness First LK - WTC,"Low Block 07, WTC East Tower, Bank of Ceylon Mawatha, Colombo 00100, Sri Lanka",0112 338 842,,fitnessfirstcolombo@gmail.com,http://www.fitnessfirst.lk/,4.6,72,LOCAL_BUSINESS,HOT,2025-09-29 02:12:48
ChIJTXbn3s9b4joRxbASabb7l98,One Galle Face Mall,"1A Centre Road, Colombo 00200, Sri Lanka",0117 869 888,,info@onegalleface.com,https://onegalleface.com/,4.6,24536,LOCAL_BUSINESS,HOT,2025-09-29 02:13:05
ChIJ0VA6k8RZ4joRxMSW6MIQzj8,NIBM School of Business,"241 Castle St, Colombo 00800, Sri Lanka",0117 927 000,,programes@nibm.lk,https://www.nibm.lk/faculties/school-of-business/,4.6,53,OTHER,HOT,2025-09-29 02:14:21
ChIJJXuHmUla4joRjggnNTNtGQ4,Nikini Automation Systems (Pvt) Ltd,"249 High Level Rd, Colombo 00500, Sri Lanka",0112 826 894,,sales@nikiniautomation.com,http://www.nikini.lk/,4.6,45,OTHER,HOT,2025-09-29 02:15:33
ChIJvR-GJ3JZ4joRlZn7LN5atqM,D. L. & F. De Saram Law Firm,"No. 47, C.W.W. Kannangara Mawatha, Alexandra Pl, Colombo 00700, Sri Lanka",0112 015 200,,info@desaram.com,https://www.desaram.com/?utm_source=google&utm_medium=organic&utm_campaign=my_business,4.5,128,HIGH_VALUE,HOT,2025-09-29 02:08:14
ChIJVS3MUDNa4joRgtWELqUm73s,M I Synergy (Pvt) Ltd,"8B Somadevi Pl, Colombo 00500, Sri Lanka",0112 515 499,,misyninfo@misynergy.com,https://www.misynergy.com/,4.5,49,OTHER,HOT,2025-09-29 02:10:55
ChIJB0RFo2NZ4joRum8BVRCF28g,Granbell Hotel Colombo,"282/5 Kollupitiya Road, Marine Drive, Colombo 3, Sri Lanka",0112 397 397,,info@bellunalanka.lk,https://granbellhotel.lk/,4.5,5104,LOCAL_BUSINESS,HOT,2025-09-29 02:11:36
ChIJ-1dhmiVZ4joRGUSviLLrDIw,The Kingsbury Colombo,"48 Janadhipathi Mawatha, Colombo, Sri Lanka",0112 421 221,,info@thekingsburyhotel.com,https://www.thekingsburyhotel.com/,4.5,20008,LOCAL_BUSINESS,HOT,2025-09-29 02:11:40
ChIJf5ytxCFb4joR-dTfG-IDti0,Havelock City Mall,"324-10 Havelock Rd, Colombo 00500, Sri Lanka",0112 590 590,,mall@havelockcity.lk,http://www.havelockcitymall.lk/,4.5,4469,LOCAL_BUSINESS,HOT,2025-09-29 02:13:22
ChIJhZcYcOZa4joRjUBAMqNZlII,Lakarcade,"33 Staple St, Colombo 00200, Sri Lanka",0112 303 203,,sales@lakarcade.lk,http://www.lakarcade.lk/,4.5,134,LOCAL_BUSINESS,HOT,2025-09-29 02:13:33
ChIJ9anoFZ1b4joRVLI7N-nWkxg,Kandy - Nugegoda,"300 High Level Rd, Colombo 00600, Sri Lanka",0112 816 980,,info@kandyselection.lk,http://kandyselection.lk/,4.5,6246,LOCAL_BUSINESS,HOT,2025-09-29 02:13:38
ChIJG4Dwfa9b4joR0amEi36OWx0,Abans Service Center Wellawatta,"506B Galle Rd, Colombo, Sri Lanka",0112 222 888,,customerservice@abansgroup.com,https://www.abanservice.lk/,4.5,9642,HIGH_VALUE,HOT,2025-09-29 02:14:00
ChIJf1D_aGJZ4joRb8x1GjWsMic,Oxford College of Business,"100 Thurstan Rd, Colombo 00700, Sri Lanka",0114 718 711,,mail@ocbsrilanka.edu.lk,http://www.ocbsrilanka.edu.lk/,4.5,241,OTHER,HOT,2025-09-29 02:14:18
ChIJP9K1k51Z4joR9AtliY7YaMk,MullenLowe Sri Lanka,"42 Fife Rd, Colombo 00500, Sri Lanka",0112 679 960,,newbiz@mullenlowe.lk,http://srilanka.mullenlowe.com/,4.4,74,OTHER,HOT,2025-09-29 02:08:12
ChIJJy8fjZ1Z4joReoJNL-XhMtc,DMS Software Technologies (Pvt) Ltd,"207, 2 Srimath Anagarika Dharmapala Mawatha, Colombo 00700, Sri Lanka",0112 673 973,,info@dmsswt.com,http://www.dmsswt.com/,4.4,64,HIGH_VALUE,HOT,2025-09-29 02:10:45
ChIJS38zRbBZ4joR7q0h11x5ijw,"CHI, The Spa","2, 1 Colombo - Galle - Hambantota - Wellawaya Hwy, Colombo 00200, Sri Lanka",0117 888 288,,slcb@shangri-la.com,http://www.shangri-la.com/colombo/shangrila/health-leisure/chi-the-spa/,4.4,30,LOCAL_BUSINESS,HOT,2025-09-29 02:12:01
ChIJmfV1Nkxa4joR3N0FXHycVug,High Octane Fitness,"42 Dutugemunu St, Dehiwala-Mount Lavinia, Sri Lanka",0112 852 317,,info@highoctaneworld.lk,https://www.highoctaneworld.com/,4.4,360,LOCAL_BUSINESS,HOT,2025-09-29 02:12:54
ChIJtbsSZWBZ4joRbd5dkAkhnzs,Marino Mall,"590 Galle - Colombo Rd, Colombo 00300, Sri Lanka",0112 595 595,,premises@marinomall.com,http://www.marinomall.com/,4.4,8321,LOCAL_BUSINESS,HOT,2025-09-29 02:13:11
ChIJEwfhCHlZ4joRnmTi8WDslFA,National Institute of Business Management,"120/5 Vidya Mawatha, Colombo 00700, Sri Lanka",0117 321 000,,programes@nibm.lk,https://www.nibm.lk/,4.4,744,OTHER,HOT,2025-09-29 02:14:05
ChIJjzo58bVb4joRH5TVP3F_ipk,Colombo Dental Clinic Pamankada,"No 493, Havelock Road, Pamankada Rd, Colombo 10600, Sri Lanka",0117 320 075,,info@colombodental.com,http://colombodental.com/,4.3,77,HIGH_VALUE,HOT,2025-09-29 02:09:57
ChIJufHXrnNZ4joRfkokoXalrFE,Dental Multi - Specialty Center,"16 Ward Pl, Colombo 00700, Sri Lanka",0112 693 173,,wmsena@yahoo.com,https://www.dentalmultispeciality.com/,4.3,21,HIGH_VALUE,HOT,2025-09-29 02:10:19
ChIJOZCsQWBZ4joR29AzAwfi6zk,Mandarina Colombo,"433 A2, Colombo 00300, Sri Lanka",0112 550 660,,info@mandarinacolombo.com,http://www.mandarinacolombo.com/,4.3,3288,OTHER,HOT,2025-09-29 02:11:34
ChIJk8Wr5UBZ4joR-6BJlupI65k,Crescat Boulevard,"89 Galle - Colombo Rd, Colombo 00300, Sri Lanka",0112 152 100,,genuinedevice247@gmail.com,http://genuineproduct247.com/,4.3,6787,LOCAL_BUSINESS,HOT,2025-09-29 02:13:14
ChIJK14IgmxZ4joRObJQZIRUpv4,Business Machines Co. (Pvt) Ltd.,"Business Machines Building, 1 Lake Cres, Colombo 00200, Sri Lanka",0112 304 380,,info@biz-machines.com,https://www.businessmachines.lk/,4.3,24,LOCAL_BUSINESS,HOT,2025-09-29 02:14:31
ChIJx_JsA0NZ4joRQqJ5LaV43Ok,Wisdom Business Academy (WBA),"Level 13, WTC West Tower, Echelon Square, Colombo 00100, Sri Lanka",0117 395 000,,info@wba.lk,https://wba.lk/,4.3,145,OTHER,HOT,2025-09-29 02:14:32
ChIJ-6-ktwxZ4joRQyZEU1iYOKU,F J & G de Saram,"216 De Saram Pl, Colombo 01000, Sri Lanka",0114 718 200,,fjgdesaram@fjgdesaram.com,https://www.fjgdesaram.com/,4.2,90,HIGH_VALUE,HOT,2025-09-29 02:08:15
ChIJvzBInmlZ4joRwDRfZvWL4DY,Chambers Colombo,"65C Citi Bank Building, Srimath Anagarika Dharmapala Mawatha, Colombo 00700, Sri Lanka",0112 434 493,,lawyers@chamberscolombo.com,http://www.chamberscolombo.com/,4.2,56,HIGH_VALUE,HOT,2025-09-29 02:08:17
ChIJnUma_GZZ4joR1hiHmp674ZE,Axienta (Pvt) Ltd,"505 Nawala Rd, Colombo 11222, Sri Lanka",0115 660 770,,careers@axienta.com,http://www.axienta.com/,4.2,73,OTHER,HOT,2025-09-29 02:10:52
ChIJ0Z0Nj2xZ4joRnF_yEe8EANQ,Genesiis Software (Pvt) Ltd,"16 5th Ln, Colombo 00300, Sri Lanka",0117 765 600,,sviduranga41@gmail.com,http://www.genesiis.com/,4.2,40,HIGH_VALUE,HOT,2025-09-29 02:10:55
