place_id,name,address,raw_phone,wa_number,website,rating,user_ratings_total,place_types,price_level,scraped_at
ChIJ653QwJRQ4joRqE-pgaw-NXY,Podium Sports Restaurant,"Ruhunupura, Sri Lanka",0112 796 595,,,4.4,809,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJabIHbgBb4joRVvUXCi6fPL4,Modara Gedara Restaurant,"VV2V+JV9, Boralesgamuwa, Sri Lanka",077 198 8088,94771988088,,4.6,100,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJSwV3lntb4joRjAe-_dktmMo,Rasamuluthena - රසමුළුතැන - Nugegoda,"Old Kesbewa Rd, Nugegoda 10250, Sri Lanka",077 740 3501,94777403501,,4.2,177,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJOzRimIdb4joReDdbSz-zCtQ,One Zero Zero - Nugegoda,"100 Mirihana Rd, Nugegoda 10250, Sri Lanka",0112 198 090,,https://www.onezerozero.xyz/,4.2,91,"cafe, restaurant, food, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJKQJYFmta4joRnlFLcRivI-8,Jade Restaurant,"No.238, Kotte Road, Jubilee Post, Sri Jayawardenepura Kotte, Sri Lanka",0112 818 181,,http://jade.lk/,4.3,688,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJAzPvp0Va4joRAyTUPaDCxRk,Top Form,"150C High Level Rd, Nugegoda, Sri Lanka",0112 812 737,,,3.6,574,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJV79PwhxR4joRQr4G7vIkAAo,The Buttercup Restaurant,"221 High Level Rd, Maharagama 10280, Sri Lanka",0112 845 813,,,4,361,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJC52Nmt9b4joRuocNL7hDDl8,Ma's Delicacy,"Nalandarama Rd, Nugegoda 10250, Sri Lanka",077 328 3423,94773283423,http://masdelicacy.rf.gd/,4.3,6,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJwTc6RWpa4joRaGehizJ-Z_k,Harpos Pizza and Pasta Nugegoda,"178/A Stanley Tilakaratne Mawatha, Nugegoda, Sri Lanka",0114 323 023,,http://www.harpospizzas.com/,4.3,1241,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJk1TXkipR4joReYBJUKAKGn0,Super New Kitchen family restaurant,"151 Pagoda Rd, Sri Jayawardenepura Kotte 10100, Sri Lanka",0114 551 640,,,4,83,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJG7pLVmpa4joRI0jxjUHW830,Palpatha Hotel,"253/10 Etul Kotte-Mirihana-Kohuwela Rd, Nugegoda, Sri Lanka",077 762 6284,94777626284,,3.6,475,"restaurant, food, point_of_interest, establishment",1,2025-09-28 03:41:21
ChIJ6UFKGNVR4joR-MkfBc8vblo,The Junk Yard by The Barn,"75, Bogahawatte, Temple Rd, 10116, Sri Lanka",070 794 4945,94707944945,http://www.instagram.com/junkyard.bythebarn/,4.2,686,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJ94Gh-bBb4joROhT2ww0bXbU,Baked Colombo,"50 Sunethradevi Rd, Nugegoda, Sri Lanka",077 764 7172,94777647172,http://www.baked.lk/,4,202,"cafe, restaurant, food, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJPadv499b4joRbfACfkZN9jk,Salmon and Maki,"352B Pitakotte - Talawatugoda Rd, Sri Jayawardenepura Kotte 10100, Sri Lanka",077 721 5390,94777215390,,4.5,477,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJIZJL8K9R4joR8stRsi_g5Sc,Kamakura,"31 New Hospital Rd, Sri Jayawardenepura Kotte 10100, Sri Lanka",0112 174 705,,https://monarchimperial.lk/kamakura/,4.5,100,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJN2P5UwBR4joRDlDkz1erWiQ,TEXAS Restaurant,"20 Elhena Rd, Maharagama 10280, Sri Lanka",,,,4.5,23,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJJy3RPklb4joRkFsTaz8IAho,Stables Restaurant,"386, 1 High Level Rd, Maharagama 10280, Sri Lanka",071 268 4992,94712684992,,4.1,178,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ9_t684Fb4joRzEzm8U7txQY,Luviz Restrurant,"Madiwela Rd, Nugegoda 10100, Sri Lanka",077 203 5715,94772035715,,5,5,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJdb_FNwBR4joRksNeOYpHQGQ,Pandyas Legacy Indian restaurant,"770 Battaramulla - Pannipitiya Rd, Ruhunupura, Sri Lanka",075 466 5333,94754665333,http://www.pandyas.lk/,4.9,258,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJM5MLpYlR4joRiAGL-1LVbbY,Mannãr Restaurant,"363/10/C Battaramulla - Pannipitiya Rd, Ruhunupura 10116, Sri Lanka",0117 927 993,,,3.3,871,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJ90GHg2lb4joR0O5D1Y21xV4,Gune’s grill wok & BBQ - Rattanapitiya,"76 Colombo - Horana Rd, Boralesgamuwa, Sri Lanka",070 526 7267,94705267267,,4.2,538,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJUy3aDF1b4joRvgY5QWSHZ5M,Mintage Restaurant-Kotte,"254 Pitakotte - Talawatugoda Rd, Sri Jayawardenepura Kotte 10100, Sri Lanka",0112 874 140,,https://mintage.lk/,4.2,430,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJc3mB79db4joRnYo6rG1f_r0,BRICKHOUSE Food Station,"73a Old Kesbewa Rd, Nugegoda, Sri Lanka",0112 816 999,,,5,2,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJSSWosLlR4joRBlZY8wifw4M,FoodZio,"154 New Hospital Rd, Nugegoda, Sri Lanka",077 790 8060,94777908060,http://foodzio.lk/,4.9,33,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ7cnx-U9a4joR7iJ0E8KuaLA,Dinemore - Kohuwala,"127 S. De S. Jayasinghe Mawatha, Nugegoda, Sri Lanka",0112 817 718,,https://www.dinemore.lk/,3.9,3115,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJQx81N5Fa4joR6xF8ux82SrU,Nest Family Restaurant,"468 Lake Rd, Boralesgamuwa 10280, Sri Lanka",077 424 2311,94774242311,https://www.facebook.com/NestFamilyRestaurant,4.2,438,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJkf4rAxxR4joRDs0emxdxT8U,Hogwarts Cafe Maharagama,"214 High Level Rd, Maharagama 10280, Sri Lanka",070 125 2888,94701252888,,4.2,695,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJt3oO-nhR4joRUH637RFJc40,ගම්Mirisa (GamMirisa),"290 New Hospital Road, Nugegoda, Sri Lanka",074 005 9940,94740059940,,4,104,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJUcqTpZNQ4joRgzrjHcApNMM,Dynasty - Wine & Dine,"527/7, Borella Road, Talawathugoda, Sri Lanka",0112 776 622,,,4.5,473,"bar, restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJGSXxJkpR4joROP3SmbM1EQA,Chola Authentic Indian Restaurant,"VWGP+49F, B47, Sri Jayawardenepura Kotte, Sri Lanka",0114 294 436,,http://www.chola.lk/,4.1,658,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJkT3dKo5b4joRBibZ8z38HLY,Barrels,"14 Sri Soratha Mawatha, Nugegoda 10250, Sri Lanka",076 567 4708,94765674708,https://www.instagram.com/barrels_23/,4.8,13,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJWVHqruta4joREAC9mDDDpwg,Malinga Auto Electricals,"12 a Ruban Perera Mawatha, Boralesgamuwa, Sri Lanka",077 307 2840,94773072840,,4.4,125,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJeX3YnH5a4joRubDRzw8ioGE,Sachini Bumper Service,"no 530 Old Kottawa Rd, Maharagama 10280, Sri Lanka",077 171 9160,94771719160,,4.1,75,"car_repair, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJx24_4XhQ4joRFB8CySFAfTI,Bullion Auto A/C,"RWX9+WRG, Maharagama 10280, Sri Lanka",077 779 0021,94777790021,,3.8,25,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ15x9cD5R4joRLVJyWZiTgQ4,Bike service mahesh,"33/17, 1st Lane, Ratnayake Mawatha, Battaramulla, Sri Lanka",,,,5,2,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJIY3GLTRR4joRKsXK3U0aToE,Car Scanning,"96 Elhena Rd, Maharagama 10280, Sri Lanka",076 353 8621,94763538621,,4.7,42,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJH3EcIABb4joRykv6wRiGAsY,Piyal Motors (pvt) ltd wijerama,"110 Wijerama Road, Nugegoda 10250, Sri Lanka",072 087 8291,94720878291,,5,17,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJgcc4hmRQ4joRpZErovLtviY,High Tech Automobiles,"63\1, 4th Lane, Dambahena Rd, Maharagama 10280, Sri Lanka",071 277 9412,94712779412,https://www.facebook.com/efdautomobiles/,5,43,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJpcY_gF9b4joRE0eNful1MGE,Nilan Auto Engineering,"RVVP+H5M, Dehiwala-Mount Lavinia, Sri Lanka",077 412 9316,94774129316,,4.4,8,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJDZWrjv5b4joRzApKWs5wSrs,Stafford Motor Co. (Pvt) Ltd. Motorcycle Service & Spares Centre,"140 Colombo Main Rd, Boralesgamuwa 10290, Sri Lanka",0117 607 470,,http://www.honda.lk/,3.9,404,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJT5TBezxR4joRb3Fw6nx-MRw,Hybrid Auto Care Center,"146/D Hokandara Rd, Pannipitiya 10230, Sri Lanka",077 789 0675,94777890675,http://www.hybridautocarecenter.com/,4.2,96,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ6UteRt9b4joRCvJ2eXI_Y6A,Chamith Nano Service this is his home,"VW57+JJ9, Nugegoda 10280, Sri Lanka",071 902 2236,94719022236,,4.7,32,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ8cNqkZ9Q4joRl0Ve8Tqs-5k,Induwara Motors,"VWHC+3C8, Colombo, Sri Lanka",,,,4.7,12,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJuQTwupBb4joR-_JBd3fQniI,Euro merz,"57 Old Kottawa Rd, Maharagama 10280, Sri Lanka",077 422 4720,94774224720,,4.5,93,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ-1aHFeFb4joRU8TduyRRASo,Pathmasiri Auto Electrical,"415 Avissawella Rd, Nugegoda, Sri Lanka",077 785 1734,94777851734,,4.6,17,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJdYUILVVX4joR--c30_GJMNs,Perera Tyre Service (Pvt) Ltd- Battaramulla,"82, 2 Pannipitiya Rd, Sri Jayawardenepura Kotte 10120, Sri Lanka",0112 875 260,,http://www.tyres.lk/,4,102,"car_repair, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ5QUL6mhQ4joREn_G1SbRgWw,Sujath Radiator repair,"Town, RWWP+7XM, Maharagama 10280, Sri Lanka",077 903 0901,94779030901,,4.8,35,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJj6qqqt5a4joRr4cJuGd1Ry0,Prime Tyre & Auto Service (pvt)ltd,"No. 17 Old Kottawa Rd, Nugegoda 10250, Sri Lanka",077 263 4875,94772634875,https://www.facebook.com/share/15QpriaiCD/?mibextid=wwXIfr,4.2,38,"car_wash, car_repair, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJQwpLgIda4joRUVAcpDcQbKM,Shani International Bajaj Service Station,"VW56+4C7, Nugegoda 10280, Sri Lanka",077 741 5694,94777415694,,3.7,191,"car_repair, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJewAAQD5a4joRSNUUdiMy3Zo,myPOS Software Solutions (Pvt) Ltd,"19/6 Pagoda Rd, Nugegoda 10250, Sri Lanka",0114 500 199,,https://www.mypos.lk/,4.5,166,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ6THR0Hpa4joR1RS374Iw-dE,DMW Company,"67 Santhanampitiya Rd, Nugegoda 10250, Sri Lanka",070 128 5373,94701285373,,5,1,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJm_wk4LBR4joR4Kih41Q66g4,Fcode Labs (Pvt) Ltd,"208 Stanley Tilakaratne Mawatha, Nugegoda 10100, Sri Lanka",0114 294 299,,https://www.fcodelabs.com/,4.2,46,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJlUqxuHlQ4joRw_KOJwL4K30,Markspen Group,"RWXF+969, 31 Elhena Rd, Maharagama 10280, Sri Lanka",0117 679 579,,http://www.markspengroup.com/,4.4,29,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJVTuhTBNZ4joRg5jhVy9yIvA,Embla Software Innovation,"144/A, 3rd floor, Attidiya Rd, Dehiwala-Mount Lavinia 10350, Sri Lanka",0112 761 696,,http://www.embla.asia/,4.6,70,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJfT7X10Ba4joRWRb1YcTJP2U,Aeturnum Lanka (Pvt) Ltd,"No: 197, Stanley Thilakarathna Mw, 197, Stanley Thilakarathna Mw B120, Nugegoda 10250, Sri Lanka",0114 418 177,,https://www.aeturnum.com/,4.6,80,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ3TEogQhb4joRyF2ymoVPTvg,Ceylon pickle Company Head Office,"23/C G H Perera Mawatha, Boralesgamuwa, Sri Lanka",071 100 7100,94711007100,,5,1,"food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJCSLJ3Jtb4joRkCa4zO-mHjU,iTelasoft (Pvt) Ltd,"69 Old Kottawa Rd, Nugegoda, Sri Lanka",0112 099 900,,https://www.itelasoft.com.au/,4.6,104,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJh6Agc9lb4joRZ9LNaqVmR_o,Synotec Holdings (Pvt) Ltd,"No.55 Isipathanarama Rd, Maharagama 10280, Sri Lanka",070 277 3500,94702773500,https://www.synotec.lk/,5,39,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJG81XqdBb4joRFv_IoPdYLyU,ConnectCo Software,"No 50 b Thalawathugoda Road, Sri Jayawardenepura Kotte 10100, Sri Lanka",0112 868 687,,https://connectco.co/,5,60,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ-9lMesxb4joRCs63EqQQIcs,Nanayakkara & Company,"239/6 High Level Rd, Nugegoda, Sri Lanka",071 842 4547,94718424547,,3.9,8,"health, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJT4qaN5BZ4joRSQtBZlJ6iEs,Sri Jayawardenepura Kotte,"Sri Jayawardenepura Kotte, Sri Lanka",,,,,,"locality, political",,2025-09-28 03:41:21
ChIJw6ZaeI5a4joRb9Wh8RwPVlU,Maya,"RWX3+C2J Old House Temples Rd, Aranwela 82200, Sri Lanka",098208 43540,,,,,"lodging, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJY_o0pvRa4joRfyagHsxwl-g,Leisure Villa,"Leisure Villa, Dias Terrace, Boralesgamuwa, Sri Lanka",077 007 8114,94770078114,https://www.booking.com/hotel/lk/leisure-villa-boralesgamuwa.en-gb.html?label=gen173nr-1DCAsohQFCG2xlaXN1cmUtdmlsbGEtYm9yYWxlc2dhbXV3YUgJWARohQGIAQGYAQm4ARjIAQ3YAQPoAQH4AQOIAgGoAgS4As6_jZsGwAIB0gIkNDZmMjZlOTYtZTkzYy00M2U0LTljZGMtN2VkNDIzYTBkMTFk2AIE4AIB&sid=7600d6af05b4d3bcfe5d3bc7ea7eda77&dist=0&keep_landing=1&sb_price_type=total&type=total&,4.7,47,"lodging, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJe4fgs_dZ4joRNITfIttp9tI,Villa iVy crest,"1013 B120, කොළඹ 01013, Sri Lanka",,,,4,9,"lodging, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJjX-hQ5Fa4joR1gQ7Avc8XSw,Wishing Well Apartment,"23 Jaya Mawatha, Lake Rd, Boralesgamuwa 10290, Sri Lanka",07958 537403,,https://wishingwellapartment.hotelonia.com/,4.7,3,"lodging, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ532KQl9a4joR74uaIDOVjbA,Breeze Villa,"63/12C Ambarellawatta, Pepiliyana Road, Nugegoda, 10250 Nugegoda 10250, Sri Lanka",0112 820 632,,,4,5,"lodging, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJPe3bonlQ4joRb8WVnWJ9l-8,Kanora Lake Resort,"86, 15 Elhena Rd, Maharagama 10280, Sri Lanka",0112 088 678,,,3.9,138,"lodging, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ08-nI2da4joRbAOL6-lE5qQ,Eco Friendly Beautiful Suite,"50/12, Old Kesbewa Road, Nugegoda 10250, Sri Lanka",077 342 9466,94773429466,,,,"lodging, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJQxaSB5Ra4joRdWjnpE2vGhE,Colombo - EI Team Guest House,"58, 5 Lake Rd, Boralesgamuwa 10290, Sri Lanka",076 322 1161,94763221161,,,,"lodging, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJh1v7XFta4joRFlinqHnQLWU,Thissa Homestay,"1/3 Thissa Mawatha Melder Place Nugegoda. Nugegoda 10250vr, 1 Tissa Mawatha, Moratuwa, Sri Lanka",076 762 8782,94767628782,,4.2,27,"lodging, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJYRqUoGNa4joRyKGxJ0d53xI,Commercial Bank,"588 High Level Rd, Nugegoda 10250, Sri Lanka",0112 821 888,,https://www.combank.lk/,3.3,114,"bank, finance, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJX7Afu51a4joRD940OqQn0Zk,Avondale Colombo,"216, 17 Sisila Garden, Maharagama 10280, Sri Lanka",077 354 4376,94773544376,,4.8,4,"lodging, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJebaUDpha4joRoSLylSFrdV4,One Bed Apartment,"136 1/1, 19th lane, Ambillawatta Rd, Boralesgamuwa 10290, Sri Lanka",077 794 2714,94777942714,,3,1,"lodging, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJxdIEZHBQ4joRvWmMmtHfvec,Bank of Ceylon - Maharagama - ලංකා බැංකුව මහරගම,"88 Avissawella Rd, Maharagama 10230, Sri Lanka",0112 746 146,,,3.3,153,"bank, atm, finance, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJw23OQGZa4joRoF9lG7jQKLI,Mr.Chinthaka Kohomban,"Old Kesbewa Rd, Nugegoda, Sri Lanka",071 119 5949,94711195949,,5,2,"lawyer, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJaWh7CHZa4joRTdLgKYpdykA,SERENITY VILLA,"Knowledge Drive ( Pvt) Ltd., 8A / 5 Koranelis Mawatha, Sri Jayawardenepura Kotte, Sri Lanka",0114 506 508,,,4.6,13,"lodging, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJOaKFyWZa4joRZwolPUFHPZM,Highlevel Plaza,"High Level Rd, Nugegoda, Sri Lanka",0115 818 180,,,3.6,395,"shopping_mall, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJE0VyG3xa4joRwO44bylHt3Y,Pet Shine Animal Clinic,"480/1 Old Kottawa Rd, Nugegoda 10250, Sri Lanka",077 229 0230,94772290230,https://the-animalclinic.blogspot.com/,4.9,60,"veterinary_care, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJrVUngXBa4joRTjlS_6_c-uI,K D A Weerasinghe & Co,"8, 16 Thalapathpitiya Rd, Nugegoda, Sri Lanka",0112 835 860,,http://www.kdaw.lk/,4.3,90,"general_contractor, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJNbV3lXpa4joRM45nvaew5GI,Nugegoda,"Nugegoda, Sri Lanka",,,,,,"locality, political",,2025-09-28 03:41:21
ChIJs4h-nnpa4joRMSX_fALSHEs,Sampath Bank Embuldeniya,"282 Old Kottawa Rd, Nugegoda 10250, Sri Lanka",0112 836 410,,http://www.sampath.lk/,2.9,56,"bank, finance, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJi9zwrIla4joR_0QA6Yrx3Lw,Faculty of Applied Sciences,"University of Sri Jayewardenepura, VW33+X97, Nugegoda, Sri Lanka",0112 802 914,,http://science.sjp.ac.lk/,4.6,42,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJxXhk-vJZ4joRnowU1VAITAI,Whiter Smiles Dental Clinic,"449A B291, Old Kottawa Rd, Nugegoda, Sri Lanka",071 208 7078,94712087078,,4.9,7,"dentist, doctor, health, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJefCSO4la4joR87FKMQ-XrLY,Faculty of Management Studies & Commerce,"Faculty of Management Studies and Commerce, Sri Soratha Building - Faculty Of Management studies and commerce, University of Sri Jayewardenepura, Nugegoda 10250, Sri Lanka",0112 803 343,,http://mgt.sjp.ac.lk/,4.9,57,"university, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ5TBu239Q4joR4dRmQ2bezwo,Ceylon Automobile,"No;377 1/2, Navinna,, Avissawella Rd, Maharagama 10280, Sri Lanka",0112 803 354,,,3.3,3,"car_rental, car_dealer, car_repair, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJg4SqxWZa4joR0v0lvSaq1ao,Wickramarachchi Opticians & Hearing Care Nugegoda,"Delkanda, No.436 High Level Rd, Nugegoda 10250, Sri Lanka",0112 824 646,,https://wickramarachchiopticians.com/,3.9,411,"doctor, store, health, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJPzD7dnlQ4joRmoXlpO2IWLs,Fashion Bug Maharagama,"126 High Level Rd, Maharagama 10280, Sri Lanka",0112 839 911,,http://www.fashionbug.lk/,4,886,"clothing_store, store, point_of_interest, establishment",1,2025-09-28 03:41:21
ChIJf--KFIBa4joRD934ozdMs2c,Sri Lanka Ayurvedic Drugs Corporation,"Nawinna, 94 Old Kottawa Rd, Maharagama 10280, Sri Lanka",0112 850 229,,http://www.sladc.lk/,4.5,30,"pharmacy, store, health, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJI6v_EGda4joRYwHKBcbGKbc,International Academy of Beauticians (Pvt) Ltd.,"389 High Level Rd, Nugegoda, Sri Lanka",072 285 3322,94722853322,,4.5,66,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ5wu_y2Za4joRlsK6rolgS1Q,Lankatech Holdings Pvt Ltd,"Delkanda, No83 High Level Plaza, නුගේගොඩ 10250, Sri Lanka",077 303 1466,94773031466,http://www.lankatech.lk/,4.5,2,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJJSYPC3lQ4joRhAPFgQw6PBA,Hatton National Bank - HNB Maharagama,"145 High Level Rd, Maharagama 10280, Sri Lanka",0112 851 468,,https://www.hnb.net/?utm_source=google&utm_medium=gmb&utm_campaign=maharagama_branch,3.4,82,"atm, bank, finance, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJJWZtMIJa4joR3Dyb2Hx-6mo,MyPC Computer Systems,"55 Isipathanarama Rd, Maharagama 10280, Sri Lanka",071 444 4900,94714444900,,3.5,2,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJo3gXJGda4joRiu3lucYbiZc,Deepika Gunasekera Salons - Bridal Salon,"392, 12A High Level Rd, Nugegoda 10250, Sri Lanka",077 960 0469,94779600469,,4,23,"florist, clothing_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJqzXPn4NQ4joR1ccmln2ukxU,Tecxpert Microsystems Private Limited,"242/3, Temple Road,, Thalapathpitiya, Nugegoda, Colombo 10250, Sri Lanka",0114 808 099,,,3,2,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ9W1bkIla4joRuuqY85QM3D0,Sri Lanka Host,"677 High Level Rd, Nugegoda, Sri Lanka",077 661 4137,94776614137,http://www.dpwtecchno.com/,,,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJx7susnhQ4joR_AW9YdXNOs0,Sampath Bank Touchless ATM,"Wattegedara, 230 Avissawella Rd, Maharagama 10280, Sri Lanka",,,http://www.sampath.lk/,3.2,9,"atm, finance, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJYTZBTn1a4joRPkVi2GLrrkE,Bank of Ceylon Wijerama - ලංකා බැංකුව,"VW45+PQ8, Colombo - Batticaloa Hwy, Nugegoda, Sri Lanka",0112 803 551,,,3.8,36,"atm, bank, finance, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJW6DVwE9a4joR3RF-1n-_rvI,HNB Wijerama (Hatton National Bank),"181 High Level Rd, Nugegoda, Sri Lanka",0112 825 180,,http://www.hnb.net/,2.6,21,"bank, finance, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJX14AU2RQ4joRtzWAJlpmiLQ,Samson Rajarata Tiles (Pvt) Ltd,"DSI Complex, 251, High Level Road, Navinna,, Maharagama 10280, Sri Lanka",0114 815 423,,http://www.dsitiles.com/,3.1,15,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJEVnV1YBa4joRvZaF_6aPhkY,U N Trade Center (Pvt) Ltd,"238 Old Kottawa Rd, Maharagama 10280, Sri Lanka",076 442 2315,94764422315,,4.3,74,"hardware_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ6cVuImda4joRSpl_rK5JBqw,Singer - Delkanda,"380 High Level Rd, Delkanda 10250, Sri Lanka",0112 768 433,,http://www.singersl.com/,4.1,29,"electronics_store, point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJJ_1dPoZQ4joRet-TquX3GjQ,W.K.S. Sons & Enterprises,"33, 52 William Alwis Mawatha, Maharagama 10280, Sri Lanka",0112 851 965,,http://www.wks.biz.nf/,,,"food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJIQyIF2da4joR4huprh6Is1Q,Thunder & Neon Showroom - Nugegoda,"372 Avissawella Rd, Nugegoda 10250, Sri Lanka",0115 999 332,,http://www.thunder.lk/,4.3,3,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJCzo8boBa4joRSqgtKLA7r_w,Solutions Lanka Ltd,"Pathiragoda RD, VW48+JXV, Maharagama 10280, Sri Lanka",0115 235 923,,,,,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJc1LWOoda4joR19FDkmlDgws,Little Masters (Pvt) Ltd,"421 A4, Maharagama 10280, Sri Lanka",0112 803 160,,,3.7,42,"point_of_interest, store, establishment",,2025-09-28 03:41:21
ChIJ3wfjgWda4joRKAf1RW5dQz8,Sino Lanka Educations (Pvt) Ltd,"no 232, 1 Mirihana Rd, Nugegoda 10250, Sri Lanka",0112 810 308,,,3,3,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJwfY-uHta4joRlhqMmkRaFLI,Singer Budget Shop - Udahamulla,"390 U, 390 U පරණ කොට්ටාව පාර, නුගේගොඩ, Sri Lanka",0112 834 273,,http://www.singersl.com/,4.1,54,"electronics_store, point_of_interest, store, establishment",,2025-09-28 03:41:21
